Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Features,IRLP,Notes,Downlink Tone,On-air,Affiliate,Web links,AllStar,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Links,Commands,Bandwidth,Mixed-Mode,Northern Colorado Regional,Feed,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local/Cluster,Colorado,REACT,CO-Park County,Local Network,TAC 310,TAC 311,Colorado Chat,Southern Colorado,Eastern Colorado,Devilshead Local,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Location Photo,Worldwide,English
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,146.42,WSW,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,Pueblo,DM78QF,Off-Air,,,,CCARC,2019-11-27,,,,,,,,,RMHAM,Rocky Mountain Ham Radio,,,yes,6,310821,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,146.42,WSW,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,Pueblo,DM78QF,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,146.43,WSW,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,Pueblo,DM78QF,On-Air,,,,CCARC,2017-01-06,,,,,,"Moved to Pueblo. Now called ""Pueblo Metro""",100,,The Fun Machine,The Fun Machine,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,,,,,,,,Full-time to the The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,147.35,WSW,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,DM78NQ,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-03-07,yes,Open ↑ / Open ↓,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,147.77,WNW,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,CCARC,2015-05-22,,,,E-power.,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,147.77,WNW,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,,On-Air,,EARS,,CCARC,2017-04-09,,,,E-power.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,147.77,WNW,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,,On-Air,,W0IG,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,147.77,WNW,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,,Off-Air,,HPRA,,CCARC,2017-03-11,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,147.8,WNW,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,,On-Air,,RADOPS El Jebel Shriners,,CCARC,2014-07-03,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,147.8,WNW,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,,Off-Air,,WB0TPT,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,147.8,WNW,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,147.8,WNW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-16,,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,148.05,WSW,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,DM78qg,On-Air,,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,E-power.,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,148.13,WNW,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,DM79MS,On-Air,,W0JRL,201712,CCARC,2015-05-15,,,,,,,100,,,,29997,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,148.24,W,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,,On-Air,,K0JSC,,CCARC,2017-04-21,,,,Simulcast and Voted with Cedarwood and Methodist.,,"Can be linked to Allstar, Echolink and others by a Sysop",100,,The Fun Machine,The Fun Machine,,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,148.24,W,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,DM79LE,On-Air,Wide area,Colorado Repeater Association (CRA),347086,CCARC,2017-11-13,,,,Closed autopatch,3990,,107.2,,CRA VHF Link System,Colorado Repeater Association,,"CRA Net, Sunday 9AM",,,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,148.24,W,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),,CCARC,2020-02-11,,,,E-Power,,,107.2,,ARESDEC,http://www.w0cra.org,,,,,,,,,,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,,148.35,E,ON - IDLE,31,12982,40.27709961,-99.77670288,146.745,146.145,,Furnas,,On-Air,,,882742,WB0CMC,2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,148.55,SW,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,DM78SA18,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,363976,CCARC,2017-03-11,,,,2,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,,,K0JSC dot Com,28368,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,,148.57,NNE,,31,44,41.12390137,-100.76499939,146.835,146.235,CSQ,Lincoln,,On-Air,,K0KDC,,,2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,,148.57,NNE,,31,43,41.12390137,-100.76499939,146.7,146.1,,Lincoln,,Off-Air,,North Platte Progressive Amateur Radio Club,,,2018-10-14,,,,E-power.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,149.59,WNW,,08,156,40.40359879,-104.69999695,146.85,146.25,100,Weld,,On-Air,,Northern Colorado ARC,,CCARC,2017-05-08,,,,"E-power, WX.",,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,,149.66,NNE,Node Offline,31,11023,41.14030075,-100.76000214,147.33,147.93,123,Lincoln,,On-Air,,Randy Allen,857936,,2020-01-19,,,,,7627,IRLP status down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,,149.66,NNE,Node Offline,31,11022,41.14030075,-100.76000214,444.4,449.4,123,Lincoln,,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,857936,,2014-05-04,,,,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,149.66,NNE,ON - In Conference IRLP 0082,31,11026,41.14030075,-100.76000214,146.94,146.34,123,Lincoln,,On-Air,,Charlie Allen,751985,WB0CMC,2019-05-05,,,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,7349,,,,,,,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,,149.66,NNE,ON - In Conference IRLP 0082,31,11024,41.14030075,-100.76000214,442.25,447.25,123,Lincoln,,Off-Air,,Charlie Allen,751985,,2018-10-14,,,,,7349,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,,,,Sunt at 20:30 Wed at 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,149.73,WSW,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,,On-Air,,,363976,CCARC,2017-03-11,,,,,7301,Off air. Will return to service,100,,,http://www.k0jsc.com,28368,,,,,,,,,,Full-time to the The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,149.73,WNW,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,Weld,,On-Air,,K0OJ,,CCARC,2019-10-04,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,150.15,WNW,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,,On-Air,,Northglenn RA,,CCARC,2017-04-10,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,150.32,W,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,,CCARC,2019-04-01,,,,E-power. Allstar Node 27976,,Node # 27976,103.5,,Amateur Radio Motorcycle Club,http://www.ka4eps.com,27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,150.68,WNW,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,,On-Air,,,,,2020-02-17,,,,,,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,150.68,WNW,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,150.76,WSW,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,2019-11-27,,,,,,,,,RMHAM,,,,yes,7,310816,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,150.76,WSW,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,,CCARC,2020-01-01,,,,12,,,,,,Yahoo Group,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,150.77,WSW,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,DM78MS,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,CCARC,2017-03-09,,,,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,150.77,WSW,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,DM78MS,On-Air,Wide area,RMHAM,,CCARC,2019-11-27,,,,,,Voice ID is required for data/GPS/text on TG 705,,,,Rocky Mountain Ham Radio,,,yes,7,310824,c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,150.88,W,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,,,MARC,,CCARC,2012-11-12,,,,"Closed autopatch, e-power.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,150.88,W,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,,,Mountain Amateur Radio Club (MARC),,CCARC,2012-11-10,,,,Linked.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,150.88,W,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,,On-Air,,Mountain ARC,,CCARC,2016-11-17,,,,E-power.,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,150.88,W,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,,On-Air,,Mountain ARC (MARC),,CCARC,2016-11-17,,,,E-power.,,,,,MARC,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,150.94,W,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,,On-Air,,Mountain Amateur Radio Club (MARC),,CCARC,2014-05-22,,,,E-power.,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,150.94,W,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,,On-Air,,MARC,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,141.3,K0ECT,Montezuma,KS,OPEN,,,151.24,SE,,20,4098,37.6344986,-100.46399689,444.25,449.25,141.3,Gray,DM97SP,On-Air,Local,SKECT,,Kansas Repeater Council,2018-07-12,,,,,,,141.3,,,http://skect.org/default.aspx,,ARES,,,,,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,151.73,WSW,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,DM78pe,On-Air,Wide area.,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,E-power.,,,,,,http://www.puebloradio.org/,,,yes,0,,c Record retrieved from radioid.net,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,151.91,WNW,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,,On-Air,,N1UPS,43699,CCARC,2017-04-24,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,152.09,WSW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,,CCARC,2019-11-11,,,,e-power.,,,,,,PPFMA Repeaters,,listed on http://ppfma.org,,,,,,,,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,152.09,WSW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,,CCARC,2019-03-07,,,,E-power.,,,,,,PPFMA Repeaters,,see http://www.ppfma.org,,,,,,,,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,152.18,W,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,DM79KG,On-Air,,,,CCARC,2019-11-27,,,,,,See the website for programming info.,,,,Rocky Mountain Ham Radio,,,yes,8,310817,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,152.18,W,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,DM79KG,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,CCARC,2015-06-17,,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",146.2,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,153.25,W,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,,On-Air,Wide Area,Denver Radio League,,CCARC,2020-03-13,,,,E-power.,,6,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,153.25,W,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,,On-Air,,Denver Radio League,690473,CCARC,2020-03-13,yes,Open ↑ / Open ↓,,,3345,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,,154.11,SSE,,20,3979,37.24000168,-101.1989975,147.06,147.66,,Grant,DM97JF,On-Air,Local,SKECT,,Kansas Repeater Council,2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,,154.36,SE,,20,4107,38.05329895,-99.89959717,444.5,449.5,141.3,Hodgeman,,On-Air,,SKECT,,Kansas Repeater Council,2019-03-08,,,,E-power,,,141.3,,,http://skect.org/default.aspx,,,,,,,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,154.62,W,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,DM79KQ,Off-Air,Local.,,,CCARC,2019-08-23,,,,E-power.,,,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,155.12,WNW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,DM79KR,On-Air,,Denver Radio Club,,CCARC,2017-03-11,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
