Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Last update,Coordination,Features,AllStar,Downlink Tone,Commands,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,IRLP,Affiliate,P-25 Digital Enabled,NAC,Default Reflector,EchoLink,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,On-air,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Devilshead Local,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Mountain Reg USA,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,56.45,NNE,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,2019-11-27,CCARC,,,,,Documentation,yes,2,310822,NoCO c Record retrieved from radioid.net,,,,,,,,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,1,2,1,,1,,,,,,1,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,56.85,N,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,On-Air,Map,CO State Univ ARC,2017-03-11,CCARC,Closed autopatch.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,57.21,N,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,,RMHAM,2020-02-10,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,57.21,N,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,,RMHAM,2020-02-10,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,57.21,N,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,2017-05-31,CCARC,D-Star Gateway,,,,,,,,,,DN70KN,,Free Star,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,57.79,N,,08,124,40.58530045,-105.08399963,449.85,444.85,100,Larimer,On-Air,Map,CO State Univ ARC,2012-11-16,CCARC,Closed autopatch.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,57.79,N,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,Larimer,On-Air,Northern Front Range,,2019-09-01,CCARC,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,59.08,SE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,,KD0MDP,2015-06-02,,Linked.,28299,100,,,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,7301,The Fun Machine,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,59.37,N,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,2014-09-02,,,,100,,http://ncarc.net/,,,,,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,59.42,NNE,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,Weld,On-Air,,N6RFI,2017-03-11,CCARC,,,,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,59.61,SW,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,2019-03-08,CCARC,Emergency automatic generator.,45840,103.5,,,,,,,,DM69wf,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,"Park County Radio Club, AB0PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,59.77,N,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",RM Ham,2020-01-01,CCARC,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,59.79,N,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,On-Air,,RMHAM,2019-12-28,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,yes,7,,c Record retrieved from radioid.net,,,,,,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,59.79,N,,08,246,40.61700058,-105.32700348,146.625,146.025,100,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,2017-03-11,CCARC,E-power.,,100,,,,,,,,DN70IO,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,59.79,N,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,Larimer,Off-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,2019-08-23,,"E-power, 25 watts.",,100,,,,,,,,,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,59.98,SW,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,,K7PFJ,2017-03-11,,,,,,,yes,0,,,,,,,,,,,,,,,RMHAM,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,59.98,NNE,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,2019-11-27,CCARC,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",W0DMR,yes,2,310806,NoCO c Record retrieved from radioid.net,,DN70MO,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,Brandmeister Network,,,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,1,,,2,2,1,1,2,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,60.98,WSW,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,Lake,On-Air,,Colorado Connection,2019-08-16,CCARC,E-power (solar).,,,,,,,,,,,Full-time to the Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,61.23,W,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,,ECHO,2012-11-10,CCARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,61.41,WSW,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,,K2AD,2018-07-07,CCARC,,,,,http://www.rmham.org/,yes,7,310852,,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,61.81,W,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,,ECHO,2018-06-02,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,61.81,W,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,,ECHO,,CCARC,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,63.25,SSE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,2017-04-07,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,63.99,S,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,2019-11-11,CCARC,e-power.,,,,PPFMA Repeaters,,,,,,DM78LU,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,63.99,S,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,2019-03-07,CCARC,E-power.,,,,PPFMA Repeaters,,,,,,DM78LU,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,65.31,WNW,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,2016-05-23,CCARC,,,123,,,,,,,,,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,,,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,65.57,SSE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,2015-11-11,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,65.71,W,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,,K2AD,2018-02-01,CCARC,,,,,http://www.rmham.org/,yes,7,310851,,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,66.07,W,,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,2017-01-06,CCARC,9,,123,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,66.48,N,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,Larimer,On-Air,,,2012-11-16,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,66.9,SSE,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,On-Air,,TRA,2016-08-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,66.9,SSE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,On-Air,,GGARC,2016-08-10,CCARC,E-power.,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,66.9,SSE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,2016-08-10,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,66.95,WSW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,On-Air,,,2019-07-23,CCARC,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,67.16,SSE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,On-Air,,AA0L,2016-04-08,CCARC,6,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,67.18,SSE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,On-Air,,RMHARC,2016-08-10,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,On-Air,,AA0L,2016-08-10,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,On-Air,,GGARC,2015-03-04,CCARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,67.18,SSE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),2012-11-12,CCARC,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,Off-Air,,Colorado Springs ARA,2016-08-10,CCARC,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,67.18,SSE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,Off-Air,Colorado Springs,,2018-09-25,CCARC,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,On-Air,,Mountain ARC (MARC),2019-11-07,CCARC,"Closed autopatch, e-power.",,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,,W0MOG,2012-11-10,CCARC,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,On-Air,,,2012-11-10,CCARC,6,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,67.18,SSE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,On-Air,,WA6IFI,2015-11-13,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,68.23,SSE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,On-Air,Greater Colorado Springs Area,AD0TP,2020-02-10,CCARC,,,103.5,,http://www.v7arc.com/,,,,,,DM78PU,,Please email with comments/signal reports,,,,,,,,,Village 7 Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,69,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,2019-11-27,,,,,,,yes,7,310816,RMHR c Record retrieved from radioid.net,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,RMHAM,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,69,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,2020-01-01,CCARC,12,,,,Yahoo Group,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,69.01,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,2017-03-09,CCARC,E-power (solar).,,,,,,,,,,DM78MS,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,69.04,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,On-Air,Wide area,RMHAM,2019-11-27,CCARC,,,,,Rocky Mountain Ham Radio,yes,7,310824,c Record retrieved from radioid.net,,DM78MS,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.74,S,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,,WB0WDF,2012-06-15,CCARC,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,69.75,S,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,,Mountain ARC,2016-11-17,CCARC,E-power.,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.75,S,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,,WB0WDF,2012-06-15,CCARC,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.75,S,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,,2012-06-18,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.75,S,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,,WB0WDF,2012-06-18,CCARC,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,70.27,SSE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,On-Air,,KA0TTF,2016-04-19,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
