Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Features,Web links,Grid,EchoLink,AllStar,Commands,Mixed-Mode,Analog Bandwidth,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Feed,P-25 Digital Enabled,NAC,Default Reflector,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English FT,Colorado,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,19.63,W,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,CCARC,2020-03-13,,,,,Wide area. Repeater Coverage Map,E-power.,DRL Repeaters,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,20.06,W,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,On-Air,,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,DM79HS,,,,Yes; analog capable.,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,20.06,W,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,CCARC,2019-11-27,,,,,,,http://www.w0tx.org/,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,Brandmeister Network,,,,,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,21.63,SSW,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2020-05-17,,,,,Wide area.,E-power.,,DM79JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,22.38,NW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,On-Air,BATVC,,2020-02-25,,,,,"Wide Area, WY border to DIA to SE Denver","dual-mode, NTSC analog &amp; DVB-T digital ATV",https://kh6htv.com/,,,,,,,,,ATN,,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,22.38,NW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,CCARC,2013-03-17,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,22.39,NW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,,Boulder,On-Air,Boulder Amateur Radio Club,CCARC,2019-08-23,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,22.5,NW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,CCARC,2013-03-17,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,22.54,SW,,08,103,39.52109909,-105.30500031,1287.9,1267.9,CSQ,,Jefferson,On-Air,Colorado Repeater Association (CRA),CCARC,2017-10-07,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,22.6,NNE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,On-Air,,CCARC,2013-01-07,,,,3887,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,23.54,NE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,2015-05-23,,,,,Local/North Metro,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,23.59,NNW,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,,,,,Wide area.,5,,DN70KB,,,,,,,,Boulder County ARES,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,23.95,W,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,On-Air,AC0KQ,CCARC,2019-08-23,,,,,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,,29571,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,24.16,NW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,,Boulder,On-Air,BARC,CCARC,2013-01-08,,,,,,2,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,24.16,NW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,,,,,Denver metro area.,8,,,217336,,,,,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,24.19,NW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,CCARC,2017-03-11,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,24.19,NW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,Wide area.,,Rocky Mountain Ham Radio,,,,,,,,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Full-time to the Colorado TRBO System .,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,24.19,NW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,CCARC,2012-11-12,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,24.21,NNW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,CCARC,2012-11-12,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,20,E-power.,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,24.21,NNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,CCARC,2013-12-21,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,20,E-power.,,DN70JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,24.77,SW,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2016-01-17,,,,,Denver metro and east.,E-power.,http://www.n0ara.org,DM79HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,25.21,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,CCARC,2019-11-27,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,http://www.parkerradio.org,,,,,,,,,,Mixed Mode,,,Mondays 20:30 MST,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,25.31,WNW,,08,72,39.88750076,-105.4260025,145.31,144.71,88.5,123,Gilpin,On-Air,Colorado Connection,CCARC,2019-08-15,,,,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,,DM79GV,,,,,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,25.31,WNW,,08,97,39.88750076,-105.4260025,449.225,444.225,141.3,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),CCARC,2015-11-03,,,,,Wide area.,Emergency Power,,DM79GV,,,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,25.65,NNE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,25.74,NNW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,91.5,Boulder,On-Air,BARC,CCARC,2017-05-02,,,,,Local,12,http://www.ked-wireless.com/products1.htm,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,26.32,SE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,On-Air,,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,DM79RM,,,,Yes; analog capable.,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,26.44,W,,08,8250,39.6731987,-105.48000336,449,444,136.5,136.5,Clear Creek,On-Air,CARN,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,26.75,W,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,CCARC,2017-03-11,,,,,Wide area.,,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,26.79,NE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,On-Air,K0EB,CCARC,2018-12-01,,,,8035,,,,DN70,448035,,,,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,26.81,W,,08,94,39.67739868,-105.48799896,448.675,443.675,100,100,Denver,On-Air,W0CFI,CCARC,2020-05-05,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27,W,,08,78,39.6794014,-105.49199677,146.67,146.07,100,100,Clear Creek,On-Air,Castle Rock Repeater Group,CCARC,2019-11-11,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,,,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27,W,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,CCARC,2019-11-11,,,,,Wide area. Denver metro.,E-power.,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,27,W,Node Offline,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,,3291,Wide area: Denver metro.,,http://www.w0cra.org,,347088,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,27,W,,08,76,39.6794014,-105.49199677,145.49,144.89,100,100,Jefferson,On-Air,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,,,,,,E-power.,DRC Repeaters,,,,,,,,,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,27,W,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,100,Clear Creek,On-Air,Denver Radio Club,CCARC,2020-05-17,,,,,Wide area.,11,DRC Repeaters,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27.05,W,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,127.3,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,2020-05-17,,,,,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,Repeater,DM79GQ,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,27.05,W,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,See the website for programming information.,,Full-time to the Colorado TRBO System .,,yes,7,310801,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,2,2,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27.05,W,,08,8197,39.67969894,-105.49299622,448.225,443.225,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2016-05-24,,,,,,E-power(gen).,,DM79GQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27.05,W,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,CCARC,2017-03-11,,,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,Repeater,DM79GQ,,,Autopatch: 911* / Off 0*.,,,,,,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27.84,W,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,107.2,Denver,On-Air,WG0N,CCARC,2020-05-17,,,,,Wide area.,E-power.,,DM79FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,29.19,SE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,On-Air,Parker Radio Association,CCARC,2018-03-18,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,D-Star B module,http://parkerradio.org,DM79PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,29.78,WNW,,08,201,39.91719818,-105.50099945,224.6,223,100,,Gilpin,,W0RM,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,30.03,NW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,Wide area,BrandMeister Network,,,,,,,,,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,30.03,NW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,,,,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,,,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,30.03,NW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2018-04-24,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,30.03,NW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,,3990,Boulder/Denver Metro,"Closed autopatch, e-power.",,,347086,,Member-only IRLP and Echolink node,,,,,CRA VHF Link System,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,30.03,NW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2016-09-08,,,,,Wide area: Boulder/Longmont area.,Closed autopatch.,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,30.03,NW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,,,,,Denver metro area.,8,RMVHS repeaters,DN70HB,217336,,,,,,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,30.15,N,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,CCARC,2019-06-19,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,30.15,N,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),CCARC,2017-03-11,,,,,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",http://w0eno.org/?q=node/11,,,,,,,,,,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,E,,30.15,N,ON - IDLE,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,CCARC,2020-05-17,,,,,,30,,,8305,,,,,,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",Hamlet: Tue at 1900. LARC: Thur at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,123,W0JZ,Gold Hill,CO,OPEN,,,31.58,NW,,08,13368,40.06330109,-105.41000366,146.91,146.31,123,127.3,Boulder,On-Air,,,2020-03-31,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,,,,,,,,,"Town of Gold Hill, Colorado",There is a MOU With BCARES for repeater use.,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,33.44,SSW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,On-Air,,CCARC,2019-11-27,,,,,,,Rocky Mountain Ham Radio,DM79KG,,,,,,,,,See the website for programming info.,,Full-time to the Colorado TRBO System .,,yes,8,310817,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,2,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,33.44,SSW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,On-Air,EmComm Colorado,CCARC,2015-06-17,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,DM79KG,,,,,,,,Colorado ARES,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,34.54,SW,,08,7,39.4056015,-105.47299957,146.895,146.295,100,100,Park,On-Air,AB0RR,CCARC,2017-07-05,,,,,285,25,Park County Radio Club (PCRC),,,45835,,,,,,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
