Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,On-air,Coverage,Grid,Links,Nets,Downlink Tone,Affiliate,Notes,Web links,Feed,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,TAC 310,TAC 311,Colorado,Colorado Chat,IRLP,EchoLink,Rocky Mountain Wide,Southern Colorado,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,Eastern Colorado,Bandwidth,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Central Regional,Devilshead Local,Mixed-Mode,Location Photo,Commands,WIRES-X,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,REACT,CO-Park County,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,58.12,SSE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,K0JSC,CCARC,2017-03-11,2,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,DM78SA18,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,100,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,Listen Live,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,58.22,SSW,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,CCARC,2016-07-14,11,,,DM78JA,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,58.22,SSW,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,11,,Wide area: Southeast Colorado.,DM78JA,,,,,,http://www.puebloradio.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,58.27,WNW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,Park,On-Air,K7PFJ,,2019-11-27,,,,,,,,RMHAM,,,,,,,yes,7,310827,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,59.56,SW,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,E-power,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,59.56,SW,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,E-power.,,,,,,103.5,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,59.56,SW,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,59.59,SW,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,Custer,On-Air,,,2017-01-06,,,,,Full-time to the The Fun Machine System .,,100,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,59.59,SW,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,59.62,N,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,59.93,W,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,,CCARC,2017-11-22,,,Western Park County,DM78AV,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,60.34,ESE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,On-Air,,CCARC,2012-07-20,,,,DM88DU,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,61.09,NNW,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-31,E-power.,,Metro Denver and the foothills.,,,SATERN: Thu at 19:30.,,,Not recommeded to use tone squelch on this repeater.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,61.09,NNW,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,,,,,,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,61.09,NNW,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,On-Air,Denver Radio Club,CCARC,2019-09-06,Yaesu Digital Only,,Metro Denver,DM79KQ,,,,,"YSF digital only, no analog FM",Denver Radio Club,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,61.28,NNW,,08,73,39.63330078,-105.31700134,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2019-08-15,E-power.,,Wide area.,,,,127.3,,,Repeater,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,61.28,NNW,,08,10932,39.63330078,-105.31700134,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,700,,,DM79IP,,,,,Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,,,,,yes,7,310810,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,61.77,NNW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,On-Air,N6LXX,CCARC,2019-03-25,,,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,,,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,61.77,NNW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,CCARC,2017-03-09,,,"I-70,I-76,I-25,I-225",,Full-time to the N6LXX System .,,107.2,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,61.88,N,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,CCARC,2017-03-11,E-power.,,Greater Denver area.,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,61.88,N,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,On-Air,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,61.88,N,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,61.88,N,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,On-Air,W9SL Owner,CCARC,2019-08-23,,,Primarily to the North along I-25 corridor,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,61.88,N,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,62.29,NNW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,Off-Air,,CCARC,2019-08-23,E-power.,,Local.,DM79KQ,,,100,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,62.87,NNW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,E-power.,,Metro Denver area.,DM79JQ,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,63.06,N,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,CCARC,2014-07-03,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,63.06,N,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,63.06,N,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,63.06,N,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,63.16,N,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,2015-05-22,E-power.,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,63.16,N,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,On-Air,EARS,CCARC,2017-04-09,E-power.,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,63.16,N,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,On-Air,W0IG,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,63.16,N,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,Off-Air,HPRA,CCARC,2017-03-11,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,63.17,NNW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,,,,DM79KR,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,64.28,N,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,On-Air,W0JRL,CCARC,2015-05-15,,,,DM79MS,,,100,,,,,,,,,,,,,,,,,,,201712,,,,,,,,,,29997,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,65.36,NNW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,2020-01-23,,,,DM79KS,,,100,,,http://www.dwarc.com,,,,,,,,,,,,,,,3241,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,65.37,NNW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),CCARC,2018-10-02,,,Denver Metro and surrounding,,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,65.74,NNW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,CCARC,2019-11-27,200,,,DM79JR,Full-time to the Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,65.75,NNW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,,DM79JR,,,,,,Colorado D-Star,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,65.75,NNW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2017-03-11,,,,DM79JR,,,,,,Colorado D-Star,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,65.75,NNW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,2014-01-03,,,,DM79JR,,,,,,Colorado D-Star,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,65.75,NNW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,2014-01-03,,,,,,,,,,Colorado D-Star,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,65.77,NNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,700,,,DM79JR,,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,,,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,66.01,NNW,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,Jefferson,On-Air,,CCARC,2020-01-01,,,"Denver, Golden",,,,67,,,http://www.w0sky.com,,,,,,,,,,,,,,,,,,,,,,,,,,40195,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,66.03,NNW,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,2019-06-19,E-power,,,DM79JR,,,141.3,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,66.07,NE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,2014-09-02,Full duplex node.,,"I-70 Limon, Co area.",DM89CI,,,123,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,3349,3349,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,66.64,N,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,On-Air,K0GUR,CCARC,2019-08-22,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,DM79pt,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,141.3,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,k0jsc.com,Listen Live,,,,,,,,,,,,,,,24340,,,,,,,,,,29436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,66.82,WSW,,08,9844,38.53469849,-105.99900055,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,,,,,Crestone Amateur Radio Emergency Services,,KD0QPG,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,66.82,WSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,RMHAM,,2019-11-27,,,,,,,,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,67.18,NNW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,67.18,NNW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,2017-12-24,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,67.18,NNW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,FRG,CCARC,2019-09-06,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,67.87,NNW,,08,8250,39.6731987,-105.48000336,449,444,136.5,Clear Creek,On-Air,CARN,CCARC,2017-03-11,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.34,NNW,,08,94,39.67739868,-105.48799896,448.675,443.675,100,Denver,On-Air,W0CFI,CCARC,2020-02-06,,,Wide area.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,68.35,NNW,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,CCARC,2017-03-11,,,Wide area.,DM79GQ,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.57,NNW,,08,78,39.6794014,-105.49199677,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,CCARC,2019-11-11,11,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,68.57,NNW,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,CCARC,2019-11-11,E-power.,,Wide area. Denver metro.,,,,107.2,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,68.57,NNW,ON - IDLE,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,Wide area: Denver metro.,,,,107.2,,,http://www.w0cra.org,,,,,,,,,,,,,,,3291,347088,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,68.57,NNW,,08,76,39.6794014,-105.49199677,145.49,144.89,100,Jefferson,On-Air,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,E-power.,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,68.57,NNW,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,CCARC,2017-03-11,11,,Wide area.,,,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
