Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Op Status,Features,Notes,Coordination,Downlink Tone,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,EchoLink,AllStar,Commands,P-25 Digital Enabled,NAC,Default Reflector,Links,WIRES-X,Local Network,Grid,Feed,Talkgroups,Southern Colorado,Devilshead Local,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,20.1,NW,,08,133,39.7772,-105.329,147.15,147.75,,,,,,,Jefferson,,"Denver metro, central front range",Aurora Repeater Assoc (ARA),,ARA: Wed at 20:00.,ARA Repeaters,2016-01-17,100,On-Air,e-power,,CCARC,100,,,,,,,,,,,"Linkable to  
224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,D,20.2,SE,,08,17292,39.4491,-104.703,445.075,440.075,,,,yes,1,,Douglas,,,Parker Radio Association,,Mondays 20:30 MST,http://www.parkerradio.org,2018-09-10,,On-Air,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mixed Mode,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,20.5,WNW,,08,112,39.7525,-105.358,448.625,443.625,,,,,,,Jefferson,,Denver metro area.,Denver Radio Club,,DRC: Sun at 20:30.,DRC Repeaters,2017-03-11,100,On-Air,E-power.,,CCARC,100,,,,,,,,,,,"Full-time to  
145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,20.6,WNW,,08,82,39.7525,-105.359,146.985,146.385,,,,,,,Denver,,,El Jebel RADOPS,,RADOPS: Sun at 19:00.,,2016-09-05,100,On-Air,E-power.,,CCARC,100,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,20.6,WNW,,08,140,39.7525,-105.359,145.28,144.68,,,,,,,Jefferson,,Wide area.,,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,2015-05-22,100,On-Air,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",CCARC,,,,,,,,,,,,"Full-time to  
449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,20.6,WNW,,08,138,39.7525,-105.359,449.525,444.525,,,,,,,Jefferson,,,KE0SJ,,,Intermountain Repeater Group,2015-05-23,CSQ,On-Air,E-power.,,CCARC,,,,,,,,,,,,"Full-time to  
145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,20.6,WNW,,08,77,39.7525,-105.359,146.64,146.04,,,,,,,Jefferson,,"Wide area. 
 Repeater Coverage Map",Denver Radio League,,,DRL Repeaters,2017-03-11,100,On-Air,E-power.,8,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,21.3,WNW,,08,9702,39.7658,-105.366,927.8375,902.025,,,,,,,Jefferson,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,2018-12-23,,On-Air,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,The offset is -25.8125,CCARC,,,,,,,45770,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,21.3,WNW,,08,7165,39.7657,-105.366,446.7875,441.7875,,,,yes,1,,Jefferson,,,Denver Radio Club,Brandmeister Network,,http://www.w0tx.org/,2017-12-09,,On-Air,,,CCARC,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,21.5,N,,08,26,39.9206,-105.086,448.925,443.925,,,,,,,Boulder,,,W0LMA,,,,2012-11-10,131.8,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,21.5,N,,08,266,39.9206,-105.086,449.825,444.825,,,,,,,Boulder,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,2012-11-16,103.5,On-Air,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,23.7,WNW,,08,9580,39.7189,-105.44,447.85,442.85,,,,,,,Clear Creek,,Wide area at 9500',AC0KQ,Rocky Mountain Ham Radio,,,2014-09-21,141.3,On-Air,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,141.3,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,23.7,SE,,08,11473,39.3935,-104.675,446.85,441.85,yes,K0PRA (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Douglas,,,Parker Radio Association,,,http://parkerradio.org,2018-03-18,,On-Air,D-Star B module,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,,24.4,SE,,08,14732,39.5391,-104.569,927.8375,902.025,,,,,,,Douglas,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,2018-02-21,,On-Air,,"Offset is -25.8125
In Nac 294 Out Nac 293",CCARC,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC8,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,24.6,SSW,,08,7193,39.2648,-105.114,446.925,441.925,,,,yes,8,,Douglas,,,,,,Rocky Mountain Ham Radio,2018-12-23,,On-Air,,See the website for programming info.,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  1  719      Devilshead Local  2  711    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,24.6,SSW,,08,8190,39.2648,-105.114,447.525,442.525,,,,,,,Douglas,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,Colorado ARES,,,2015-06-17,146.2,On-Air,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25,W,,08,8250,39.6732,-105.48,449,444,,,,,,,Clear Creek,,,CARN,,,,2017-03-11,136.5,On-Air,,,CCARC,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,25.4,W,,08,84,39.6781,-105.487,147.3,147.9,,,,,,,Clear Creek,,Wide area.,Denver PD EEB,,,,2017-03-11,103.5,On-Air,,,CCARC,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.4,W,,08,94,39.6774,-105.488,448.675,443.675,,,,,,,Denver,,Wide area.,W0CFI,,,,2015-04-03,100,On-Air,,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.7,W,,08,99,39.6794,-105.493,449.45,444.45,,,,,,,Clear Creek,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,RMRL: Mon at 20:30.,Repeater,2016-12-23,103.5,On-Air,11,,CCARC,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.7,W,,08,78,39.6794,-105.492,146.67,146.07,,,,,,,Clear Creek,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,2016-09-08,100,On-Air,11,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,25.7,W,,08,7190,39.6798,-105.493,446.9375,441.9375,,,,yes,7,,Clear Creek,,,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,2017-01-13,,On-Air,,See the website for programming information.,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,RMHAM,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.7,W,,08,8197,39.6797,-105.493,448.225,443.225,,,,,,,Clear Creek,,,Rocky Mountain Ham Radio,,,,2016-05-24,141.3,On-Air,E-power(gen).,,CCARC,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.7,W,,08,107,39.6794,-105.492,145.145,144.545,,,,,,,Clear Creek,,Wide area. Denver metro.,Colorado Repeater Assoc,,,http://www.w0cra.org/info/squaw.html#145145,2018-07-23,107.2,On-Air,E-power.,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,25.7,W,Node Offline,08,264,39.6794,-105.492,447.575,442.575,,,,,,,Clear Creek,,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,http://www.w0cra.org,2017-11-13,107.2,On-Air,,,CCARC,107.2,,,,3291,347088,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,25.7,W,,08,76,39.6794,-105.492,145.49,144.89,,,,,,,Jefferson,,,"KB0VIU,  Denver Radio Club",,DRC: Sun at 20:30.,DRC Repeaters,2017-03-11,100,On-Air,E-power.,,CCARC,100,,,,,,,,,,,"Full-time to  
448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,25.7,W,Node Offline,08,98,39.6794,-105.492,449.35,444.35,,,,,,,Clear Creek,,Wide area.,Denver Radio Club,,,DRC Repeaters,2017-03-11,100,On-Air,11,,CCARC,100,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,25.7,W,,08,81,39.6798,-105.493,146.94,146.34,,,,,,,Clear Creek,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,2017-03-11,103.5,On-Air,11,,CCARC,103.5,,,,,,,Autopatch: 911* / Off 0*.,,,,"Linkable to  
449.82500 (W0WYX) at Broomfield, CO .
 
Linkable to  
449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,27.9,WNW,,08,95,39.7425,-105.514,449.05,444.05,,,,,,,Denver,,Wide area.,WG0N,,,,2012-11-20,107.2,On-Air,E-power.,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,28.2,WSW,,08,7,39.4056,-105.473,146.895,146.295,,,,,,,Park,,285,AB0RR,,Wed at 19:30.,Park County Radio Club (PCRC),2017-07-05,100,On-Air,25,,CCARC,100,,,,,,45835,,,,,"Full-time internet linked to  
448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,28.7,NNW,,08,13,39.9783,-105.275,146.61,146.01,,,,,,,Boulder,,,Boulder Amateur Radio Club,,,,2017-05-02,100,Off-Air,,,CCARC,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,28.7,NNW,,08,10,39.978,-105.275,448.9,443.9,,,,,,,Boulder,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,,,2013-03-17,100,On-Air,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,28.8,NW,,08,72,39.8875,-105.426,145.31,144.71,,,,,,,Gilpin,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,2015-12-06,88.5,On-Air,10,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,28.8,NW,,08,97,39.8875,-105.426,449.225,444.225,,,,,,,Gilpin,,Wide area.,Rocky Mountain Ham Radio (RMHR),,,,2015-11-03,141.3,On-Air,Emergency Power,"Emcomm Affiliated, Open repeater",CCARC,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,28.8,NNW,,08,14,39.9775,-105.279,146.7,146.1,,,,,,,Boulder,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,,BARC Repeaters,2013-03-17,100,On-Air,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,30.3,S,,08,15903,39.1749,-105.034,449.975,444.975,,,,,,,Douglas,,,K0JSC,The Fun Machine,,The Fun Machine,2017-04-21,100,On-Air,Simulcast and Voted with Cedarwood and Methodist.,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,100,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,30.3,S,Node Offline,08,83,39.1755,-105.034,147.225,147.825,,,,,,,Douglas,,Wide area,Colorado Repeater Association (CRA),CRA VHF Link System,"CRA Net, Sunday 9AM",Colorado Repeater Association,2017-11-13,107.2,On-Air,Closed autopatch,,CCARC,107.2,,,,3990,347086,,,,,,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,30.3,S,,08,16547,39.1755,-105.034,448.425,443.425,,,,,,,Douglas,,Wide area,Colorado Repeater Association (CRA),ARESDEC,,http://www.w0cra.org,2017-11-14,107.2,On-Air,,,,107.2,,,,,,,,,,,"Full-time to  
147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,30.8,NNW,,08,21,40.015,-105.27,449.4,444.4,,,,,,,Boulder,,,BARC,,,http://www.ked-wireless.com/products1.htm,2013-01-08,91.5,Off-Air,2,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,30.8,NNW,ON        - IDLE,08,11,40.015,-105.27,449.55,444.55,,,,,,,Boulder,,Denver metro area.,Rocky Mtn VHF Soc,,,,2017-03-11,100,On-Air,8,,CCARC,,,,,,217336,,,,,,"Full-time to  
224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,30.9,NNW,,08,8186,40.015,-105.271,446.8625,441.8625,yes,KC0DS (B),"jfindu lookup 
/  dstar-users lookup",,,,Boulder,,,Boulder County ARES,,,,2017-03-11,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,30.9,NNW,,08,8185,40.015,-105.271,446.8,441.8,,,,yes,7,,Boulder,,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,2017-03-11,,On-Air,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,30.9,NNW,,08,8221,40.015,-105.271,1299.5,1279.5,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,Boulder,,,Boulder County ARES,,,,2012-11-12,,On-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,31.1,NNE,Node Offline,08,8739,40.0276,-104.789,447.3,442.3,,,,,,,Weld,,,,,,,2013-01-07,107.2,On-Air,,,CCARC,,,,,3887,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,31.4,NNW,,08,8171,40.0372,-105.23,145.3875,144.7875,yes,KC0DS (C),"jfindu lookup 
/  dstar-users lookup",,,,Boulder,,20,Boulder County ARES,,,http://bouldercountyares.org/technical/d-star,2012-11-12,,On-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,31.4,NNW,,08,8220,40.0372,-105.23,1283.8625,1263.8625,yes,KC0DS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Boulder,,20,Boulder County ARES,,,,2013-12-21,,On-Air,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,31.4,NNW,,08,16,40.0556,-105.157,146.76,146.16,,,,,,,Boulder,,Wide area.,Rocky Mtn VHF Soc,Boulder County ARES,,,2017-03-11,100,On-Air,5,"ARES primary repeater. 
 Voting Receivers:  
 
  
  RX Location    Tone    Pitch    PL  
  
 Gunbarrel  single beep  low  100.0 
  
 Lousville  single beep  low  100.0 
  
 Lyons  double beep  high followed by medium  100.0 
  
 Louisville #2  double beep  high followed by low  100.0",CCARC,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,31.6,NNE,,08,9771,40.0072,-104.716,447.625,442.625,,,,,,,Adams,,Local/North Metro,Intermountain Repeater Group,,,Intermountain Repeater Group,2015-05-23,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,D,32.8,SSW,,08,15900,39.1525,-105.164,446.875,441.875,,,,yes,6,,Douglas,,,W0VG,RMHAM,,http://www.rmham.org,2018-01-27,,On-Air,,,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,RMHAM,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,32.9,NNW,Node Offline,08,15,40.0571,-105.243,146.73,146.13,,,,,,,Boulder,,Local,BARC,,,http://www.ked-wireless.com/products1.htm,2017-05-02,91.5,Off-Air,12,,CCARC,91.5,,,,,115482,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,33.2,NW,,08,201,39.9172,-105.501,224.6,223,,,,,,,Gilpin,Unknown,,W0RM,,,,2012-11-10,100,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,33.3,S,ON        - IDLE,08,8740,39.136,-104.927,145.19,144.59,,,,,,,Douglas,,Wide area coverage at 8300,N0OBA Owner,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,2018-10-25,131.8,On-Air,,,,131.8,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,34.3,NNE,,08,8183,40.0847,-104.813,224.96,223.36,,,,,,,Weld,,,AC0KC,,,,2012-11-12,CSQ,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,34.4,NE,Node Offline,08,8216,40.0202,-104.642,449.925,444.925,,,,,,,Weld,,,K0EB,K0UPS Club,,,2018-12-01,114.8,On-Air,,,CCARC,114.8,,,,8035,448035,,,,,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,36.4,NNW,,08,8992,40.0722,-105.354,445.05,440.05,,,,yes,1,BrandMeister,Boulder,,Wide area,Rocky Mountain Ham Radio,,,,2018-10-17,,On-Air,BrandMeister Network,,CCARC,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,36.4,NNW,,08,5219,40.0722,-105.354,446.9875,441.9875,,,,yes,7,,Boulder,,,Rocky Mountain Ham Radio,,,,2016-12-31,,On-Air,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,,,,,,,,"Full-time to  
446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 
Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
