Frequency,Offset,Tone     ,Call  ,Location                                                   ,ST/PR,Use    ,VOIP,DGTL,Mi   ,Dir,                ,state_id,ID   ,Latitude,Longitude,Downlink ,Uplink   ,Uplink Tone,Downlink Tone,County     ,Op Status,Sponsor                                                       ,Affiliate                                    ,Links                                                                            ,EchoLink,IRLP,AllStar,Web links                                                      ,Coordination           ,Last update,Features                                                                                                                                                    ,Coverage                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Notes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,D-STAR Enabled,Node                       ,Sources               ,YSF Digital Enabled,DG-ID          ,Mixed-Mode          ,Grid    ,Nets                                                                                                                                                    ,Feed       ,DMR Enabled,Color Code,Wide Network,Talkgroups                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Rocky Mountain Wide,Southern Colorado,Location Photo,Commands                                                                                                                                                                                                                                                               ,P-25 Digital Enabled,NAC,Default Reflector,Bandwidth,DMR ID ,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,On-air ,WIRES-X,Central Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Talkgroup Network,Northern Colorado Regional,Devilshead Local,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,Local Network  ,RX Location,Gunbarrel  ,Lousville  ,Lyons      ,Louisville #2,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,NORCAL 1,NORCAL 5150,Local or Reflector,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test
442.525  ,5     ,67       ,NM5ML ,Clovis                                                     ,NM   ,OPEN   ,    ,    ,229.7,SSE,                ,35      ,201  ,34.4047 ,-103.205 ,442.525  ,447.525  ,67         ,             ,Curry      ,On-Air   ,                                                              ,                                             ,Full-time to the  Mega-Link System .                                             ,        ,    ,       ,                                                               ,NMFCC                  ,2018-01-07 ,                                                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
147.32   ,0.6   ,71.9     ,WS5D  ,Clovis                                                     ,NM   ,OPEN   ,    ,    ,229.7,SSE,                ,35      ,8697 ,34.4048 ,-103.205 ,147.32   ,147.92   ,71.9       ,71.9         ,Curry      ,On-Air   ,WS5D                                                          ,ENMARC                                       ,                                                                                 ,        ,    ,       ,                                                               ,NMFCC                  ,2018-05-03 ,                                                                                                                                                            ,Clovis                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,                   ,               ,                    ,dm84jj  ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.45   ,5     ,88.5     ,WS5D  ,Clovis                                                     ,NM   ,OPEN   ,EI  ,    ,229.8,SE ,Node Offline    ,35      ,7981 ,34.4148 ,-103.185 ,444.45   ,449.45   ,88.5       ,88.5         ,Curry      ,On-Air   ,WS5D                                                          ,                                             ,                                                                                 ,401134  ,3713,       ,                                                               ,                       ,2018-05-03 ,                                                                                                                                                            ,"Clovis, NM"                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,"#+node for echolink, node for irlp, 73 to disc."                                                                                                                                                                                                                      ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
146.76   ,-0.6  ,88.5     ,K7QEQ ,"Moab, Bald Mesa"                                          ,UT   ,OPEN   ,    ,    ,231.5,WNW,                ,49      ,13042,38.5286 ,-109.322 ,146.76   ,146.16   ,88.5       ,             ,Grand      ,On-Air   ,Sinbad Desert ARC                                             ,                                             ,                                                                                 ,        ,    ,       ,http://www.sdarc.us/repeaters/bald.html                        ,UVHFS                  ,2017-11-04 ,                                                                                                                                                            ,Moab and immediate surroundings.                                                                                                                                                                                                                                                                                                                                                                                                                                                ,8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
449.1    ,-5    ,107.2    ,K7QEQ ,"Moab, Bald Mesa"                                          ,UT   ,OPEN   ,    ,    ,231.7,WNW,                ,49      ,52   ,38.5286 ,-109.325 ,449.1    ,444.1    ,107.2      ,107.2        ,Grand      ,On-Air   ,Grand Mesa Repeater Association (GMRA)                        ,                                             ,                                                                                 ,        ,    ,       ,GMRA Repeaters                                                 ,UVHFS                  ,2017-11-04 ,8                                                                                                                                                           ,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks."                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,                   ,               ,                    ,        ,RACES Wed. 1930 hours                                                                                                                                   ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
146.94   ,-0.6  ,88.5     ,W5WX  ,"Amarillo, KVII Tower (ABC 7)"                             ,TX   ,OPEN   ,    ,Y   ,234.1,SE ,                ,48      ,542  ,35.3748 ,-101.883 ,146.94   ,146.34   ,           ,             ,Potter     ,On-Air   ,Panhandle Amateur Radio Club                                  ,                                             ,                                                                                 ,        ,    ,       ,http://www.w5wx.net                                            ,TVHFS                  ,2019-08-24 ,                                                                                                                                                            ,Amarillo and points north.                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,yes                ,Open ↑ / Open ↓,                    ,        ,Panhandle Amateur Information Net (PAIN): Sun at 20:00. Morning 2-Meter Net: M-F at 10:00                                                               ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.425  ,5     ,         ,N5LTZ ,Black                                                      ,TX   ,CLOSED ,    ,    ,234.6,SE ,                ,48      ,1512 ,34.6826 ,-102.609 ,444.425  ,449.425  ,           ,             ,Parmer     ,         ,                                                              ,                                             ,                                                                                 ,        ,    ,       ,                                                               ,TVHFS                  ,2018-09-03 ,                                                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,Unknown,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
147.34   ,0.6   ,88.5     ,W5WX  ,Amarillo                                                   ,TX   ,OPEN   ,    ,Y   ,238.8,SE ,                ,48      ,395  ,35.1739 ,-101.954 ,147.34   ,147.94   ,           ,             ,Randall    ,On-Air   ,Panhandle Amateur Radio Club                                  ,ARRL                                         ,                                                                                 ,        ,    ,       ,                                                               ,TVHFS                  ,2015-08-14 ,                                                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,yes                ,Open ↑ / Open ↓,                    ,        ,PARC Before Dark Net: Weekdays 17:30.                                                                                                                   ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.475  ,5     ,88.5     ,W5WX  ,Amarillo                                                   ,TX   ,OPEN   ,    ,Y   ,238.8,SE ,                ,48      ,1523 ,35.1739 ,-101.954 ,444.475  ,449.475  ,           ,             ,Randall    ,On-Air   ,Panhandle Amateur Radio Club                                  ,                                             ,                                                                                 ,        ,    ,       ,                                                               ,TVHFS                  ,2018-11-12 ,Yaesu System Fusion WIRES X Node                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,              ,                           ,                      ,yes                ,Open ↑ / Open ↓,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.6    ,5     ,146.2    ,WA0VJR,Wallace                                                    ,KS   ,OPEN   ,I   ,    ,239.6,E  ,                ,20      ,3559 ,38.9139 ,-101.594 ,444.6    ,449.6    ,146.2      ,             ,Wallace    ,On-Air   ,WA0VJR                                                        ,                                             ,                                                                                 ,        ,3148,       ,                                                               ,                       ,2019-03-27 ,                                                                                                                                                            ,"US-40
 Repeater Coverage Map"                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Dial 9335 to access K-Link                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
443.4375 ,5     ,CC14     ,KE5CJ ,Stinnett                                                   ,TX   ,OPEN   ,    ,D   ,240.6,SE ,                ,48      ,14414,35.827  ,-101.443 ,443.4375 ,448.4375 ,           ,             ,Hutchinson ,On-Air   ,                                                              ,                                             ,                                                                                 ,        ,    ,       ,DMR MARC                                                       ,                       ,2017-09-21 ,                                                                                                                                                            ,Wide Area                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,yes        ,14        ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.8    ,5     ,         ,W5WDR ,Stinnett                                                   ,TX   ,OPEN   ,W   ,Y   ,240.6,SE ,                ,48      ,13604,35.827  ,-101.443 ,444.8    ,449.8    ,           ,             ,Hutchinson ,On-Air   ,Hutchinson County ARC                                         ,Panhandle Emergency Radio Service            ,"Full-time to
444.30000 (W5JTC) at Amarillo, TX ."                                             ,        ,    ,       ,                                                               ,                       ,2018-04-23 ,                                                                                                                                                            ,"Covers 55 mile radius of Borger, Texas (approximately)."                                                                                                                                                                                                                                                                                                                                                                                                                       ,Linked                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,              ,                           ,                      ,yes                ,Open ↑ / Open ↓,                    ,        ,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central                                                                                         ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,21379  ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
444.2    ,5     ,88.5     ,N5LTZ ,Amarillo                                                   ,TX   ,OPEN   ,    ,    ,241.1,SE ,                ,48      ,1454 ,35.2391 ,-101.847 ,444.2    ,449.2    ,88.5       ,88.5         ,Potter     ,On-Air   ,                                                              ,"Randall County ARES-RACES, Caprock Intertie",Full-time to the  Caprock Intertie System .                                      ,        ,    ,       ,                                                               ,TVHFS                  ,2014-04-18 ,                                                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,350                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,              ,                           ,                      ,                   ,               ,                    ,        ,                                                                                                                                                        ,           ,           ,          ,            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                   ,                 ,              ,                                                                                                                                                                                                                                                                       ,                    ,   ,                 ,         ,       ,       ,       ,        ,             ,                ,       ,       ,                ,            ,   ,              ,            ,                 ,                          ,                ,         ,             ,       ,      ,          ,             ,               ,           ,           ,           ,           ,             ,     ,      ,             ,                           ,        ,           ,                  ,               ,               ,     ,          ,       ,
