Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Web links,Links,Rocky Mountain Wide,IRLP,Commands,On-air,Feed,EchoLink,Devilshead Local,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,YSF Digital Enabled,DG-ID,Bandwidth,Eastern Colorado,Location Photo,Local Network,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,67.95,NNE,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,Boulder,,On-Air,Wide area,Rocky Mountain Ham Radio,,BrandMeister Network,,,,CCARC,2019-11-27,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,67.95,NNE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,Boulder,,On-Air,,Rocky Mountain Ham Radio,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,2019-11-27,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,67.95,NNE,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,141.3,Boulder,,On-Air,,Rocky Mountain Ham Radio,,,,,,CCARC,2018-04-24,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,67.95,NNE,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,107.2,Boulder,,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),CRA VHF Link System,"Closed autopatch, e-power.",,,,CCARC,2017-11-13,,,,,,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,Member-only IRLP and Echolink node,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,67.95,NNE,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,107.2,Boulder,DN70HB,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),,Closed autopatch.,,,,CCARC,2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,67.95,NNE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,Boulder,DN70HB,On-Air,Denver metro area.,Rocky Mtn VHF Soc,,8,,,,CCARC,2017-03-11,,,,,,,,,,,RMVHS repeaters,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,68.28,SE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,,On-Air,Local,w0mog,,,,,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,68.3,SW,,08,161,38.54579926,-106.92500305,449.95,444.95,,,Gunnison,,,,K5GF,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,68.3,SW,,08,160,38.54579926,-106.92500305,147.12,147.72,,,Gunnison,,On-Air,,W0VTL,,E-power.,,,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,68.5,NE,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,,Boulder,,Off-Air,,W0LMA,,,,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,68.5,NE,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,,Boulder,,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,6,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,CCARC,2019-06-19,,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,68.5,E,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,,On-Air,Local North Parker only,,,,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,68.79,SE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,,On-Air,,TRA,,E-power.,,,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,68.79,SE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,,On-Air,,GGARC,,E-power.,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,68.79,SE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,,On-Air,Canon City area. Repeater Coverage Map,K0JSC,,Autopatch.,28368,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,CCARC,2017-03-11,,,,,,,,,,,http://www.k0jsc.com,Full-time to the The Fun Machine System .,,7301,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,68.79,SE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,,On-Air,,W0MOG,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,68.9,SE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,,On-Air,,RMHARC,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,68.9,SE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,,On-Air,,AA0L,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,68.9,SE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,,On-Air,,GGARC,,E-power.,,,,CCARC,2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,68.9,SE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,,Wide area.,Pikes Peak FM Association (PPFMA),,"E-power, linked.",,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,68.9,SE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,,Off-Air,,Colorado Springs ARA,,"Closed autopatch, e-power, linked, remote base.",,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,68.9,SE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,DM78OU,Off-Air,Colorado Springs,,,,,,,CCARC,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,68.9,SE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,,On-Air,,Mountain ARC (MARC),,"Closed autopatch, e-power.",,,MARC/PCRC: Tue at 1930.,CCARC,2019-11-07,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,68.9,SE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,,W0MOG,,,,,,CCARC,2012-11-10,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,68.9,SE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,,On-Air,,,,6,,,,CCARC,2012-11-10,,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,68.9,SE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,,On-Air,,WA6IFI,,,,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,68.99,SE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group,,"Closed autopatch, e-power.",,,,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,68.99,SE,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,DM78NR,On-Air,,,,,,,,CCARC,2018-01-15,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,68.99,SE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,DM78NR,On-Air,Wide area.,,,"Closed autopatch, e-power.",,,,CCARC,2018-01-15,,,,,,,,,,,CMRG Repeaters,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,69.04,SE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,DM78NR,On-Air,Wide area.,,,"Closed autopatch, e-power.",,,,CCARC,2018-01-15,,,,,,,,,,,http://www.cmrg.org/,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,69.04,SE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,CRA VHF Link System,"Closed autopatch, e-power.",,Switch to this repeater at mile marker 170 on I-25.,,CCARC,2017-11-13,,,,,,,,,,,http://www.w0cra.org/info/cosprgs.html#145160,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,69.07,SE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,,On-Air,,KA0TTF,,,,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,69.33,E,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,,On-Air,Small coverage area in Parker,Parker Radio Association,,Linked to the Colorado Mega digital system,,,Monday nights 8pm mountain,,2019-11-03,,,,,,,,,,,https://www.parkerradio.org,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,40895,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,69.33,E,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,,,,,,,,2019-11-27,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,69.43,SE,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,DM78NQ,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,CCARC,2019-03-07,,,,,,,,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,69.57,NE,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,Boulder,,On-Air,20,Boulder County ARES,,E-power.,,,,CCARC,2012-11-12,,,,,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,69.57,NE,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,Boulder,DN70JA,On-Air,20,Boulder County ARES,,E-power.,,,,CCARC,2013-12-21,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.62,SE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,,9,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,CCARC,2019-11-11,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,69.62,SE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,2019-12-28,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,69.62,SE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,,On-Air,,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,Rocky Mountain Ham Radio Brandmeister Sites,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,CCARC,2019-11-27,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.63,SE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,DM78NR,On-Air,,CMRG,,9,,,,CCARC,2017-03-09,,,,,,,,,,,http://www.cmrg.org,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.63,SE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,DM78NR,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,CCARC,2017-03-09,,,,,,,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,69.64,SE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,DM78NR,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,CCARC,2019-12-29,,,,,,,,,,,http://www.cmrg.org,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,69.79,SE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,DM78OU,On-Air,,AA0L,,6,,,,CCARC,2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,70.28,NE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,91.5,Boulder,DN70jb,Off-Air,Local,BARC,,12,,,,CCARC,2017-05-02,,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,70.58,N,,08,18131,40.23920059,-105.84700012,449.425,444.425,103.5,103.5,Clear Creek,,On-Air,"Grand Lake, CO",,,,45202,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,70.78,ESE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,K0JSC,e-power,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,2019-01-08,,,,,,,,,,,http://www.k0jsc.com,,,,,Unknown,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,70.78,NE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,,Adams,,On-Air,,Northglenn RA,,E-power.,,,,CCARC,2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,71.13,E,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,,On-Air,,Parker Radio Association,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,Mondays 20:30 MST,CCARC,2019-11-27,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,http://www.parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,71.23,W,,08,35,39.40000153,-107.31500244,449.725,444.725,179.9,,Garfield,,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,EchoLink.,28434,,,CCARC,2012-11-10,,,,,,,,,,,,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,71.23,W,,08,259,39.40000153,-107.31500244,147.39,147.99,107.2,,Garfield,,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,71.39,NNE,,08,15670,40.17269897,-105.46800232,147.03,147.63,100,,Boulder,,On-Air,,KI0HG,Boulder County Amateur Radio Emergency Service,,,,,CCARC,2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,71.47,E,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,71.48,E,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,,On-Air,,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,71.48,E,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,,On-Air,,W0BG,,,,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,71.48,E,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,,,,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,71.48,E,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,,On-Air,,,,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,30584,,,,,,,,,,,,,,,,,,,,,,,,,
