Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,58,NE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,Off-Air,BARC,12,,CCARC,2017-05-02,,,,,,http://www.ked-wireless.com/products1.htm,91.5,Local,,,,,,,,,DN70jb,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,58.63,E,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,On-Air,N1UPS,,3699,CCARC,2017-04-24,,,,,,,,,,,,,,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,58.78,E,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,,CCARC,2014-07-03,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,58.78,E,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,58.78,E,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,58.78,E,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,7708,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,58.86,E,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,,CCARC,2015-05-22,,,,,,Intermountain Repeater Group,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,58.86,E,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,On-Air,EARS,E-power.,,CCARC,2017-04-09,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,58.86,E,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,On-Air,W0IG,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,58.86,E,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,59,E,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,Off-Air,W0LMA,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,59,E,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,Off-Air,Rocky Mountain Radio League,6,,CCARC,2019-06-19,,,,,,Repeater,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,59.05,E,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,On-Air,W0JRL,,,CCARC,2015-05-15,,,,,,,100,,,,,,,,,,DM79MS,29997,,Standard AllStar Link access commands.,,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,61.33,NE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,5,,CCARC,2017-03-11,,,,,Boulder County ARES,,,Wide area.,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,DN70KB,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,62.25,ESE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,N0KEG,,,,2019-11-27,yes,1,310759,,Parker Radio Association,https://www.parkerradio.org,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,,,,,,,,,,,,Unknown,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,62.39,SE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),E-power.,,CCARC,2014-05-22,,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,62.39,SE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,MARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,62.43,SE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,MARC,"Closed autopatch, e-power.",,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,62.43,SE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,Mountain Amateur Radio Club (MARC),Linked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,62.43,SE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,Mountain ARC,E-power.,,CCARC,2016-11-17,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,62.43,SE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,Mountain ARC (MARC),E-power.,,CCARC,2016-11-17,,,,,MARC,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,62.47,E,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,On-Air,Northglenn RA,E-power.,,CCARC,2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,63.2,SE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,KA4EPS,E-power. Allstar Node 27976,,CCARC,2019-04-01,,,,,Amateur Radio Motorcycle Club,http://www.ka4eps.com,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,DM78LX,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,64.02,SE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,,2018-10-25,,,,,,,131.8,Wide area coverage at 8300,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,DM79MD,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,64.1,ESE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,,CCARC,2017-03-11,,,,,Colorado ARES,,146.2,"Denver metropolitan area, front range foothills",,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,DM79NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,65.47,S,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,,CCARC,2013-07-06,,,,,Crestone Amateur Radio Emergency Services,KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,65.47,S,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,Chaffee,On-Air,RMHAM,,,,2019-11-27,yes,7,310825,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,65.89,SSW,,08,15212,38.6125,-106.543,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,CCARC,2016-10-28,,,,,,,151.4,Gunnison valley and along East and west on Highway 50.,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,66.44,E,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,On-Air,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,66.44,E,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,66.44,E,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,On-Air,W9SL Owner,,,CCARC,2019-08-23,,,,,,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,66.44,E,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,On-Air,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,66.5,E,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,E-power.,,CCARC,2017-03-11,,,,,,,,Greater Denver area.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,66.52,ESE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,,,,,2018-09-07,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,66.65,NNE,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,N0WAR,Brandmeister Network,,,2019-11-27,yes,2,310853,,W0DMR,http://www.w0dmr.org,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,,,,,,,,DN70FI,,,,,,,,,,,,,,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,67.06,E,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,67.67,NNE,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,E-Power,7268,CCARC,2017-08-05,,,,,,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,67.93,SE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,K0NR,30,,CCARC,2016-12-10,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,100,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,68.13,ESE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,Parker Radio Association,Linked to the Colorado Mega digital system,,,2019-11-03,,,,,,https://www.parkerradio.org,,Small coverage area in Parker,,,Monday nights 8pm mountain,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,68.13,ESE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,,,2019-11-27,yes,1,310374,BrandMeister,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,Brandmeister c Record retrieved from radioid.net,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,68.2,NNE,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,E-power.,7268,CCARC,2017-08-05,,,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to 449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,DN70GI,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,68.38,W,,08,35,39.4,-107.315,449.725,444.725,179.9,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,3722,CCARC,2012-11-10,,,,,,,,Wide area.,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,68.38,W,,08,259,39.4,-107.315,147.39,147.99,107.2,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,,,2016-07-14,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,68.59,SE,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,WB0WDF,"E-power, Solar, Remote Base",,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,68.6,SE,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,Mountain ARC,E-power.,,CCARC,2016-11-17,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,68.6,SE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,WB0WDF,"E-power, 100% Solar",,CCARC,2012-06-15,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,68.6,SE,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,68.6,SE,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,WB0WDF,,,CCARC,2012-06-18,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,68.67,NE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,On-Air,N0EPA,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,68.67,NE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",,CCARC,2017-03-11,,,,,,http://w0eno.org/?q=node/11,100,Wide area: Northern Colorado.,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,68.67,NE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,30,,CCARC,2017-03-11,,,,,,,88.5,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,68.71,W,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,,CCARC,2012-11-10,,,,,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,68.77,W,,08,8181,39.55049896,-107.32499695,224.02,222.42,,Garfield,,SCARC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,68.77,W,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),50,,CCARC,2012-11-12,,,,,,,,40,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,68.77,W,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,Garfield,On-Air,,e-power Linked to GMRA Open System,,CCARC,2018-01-15,,,,,Grand Mesa Repeater Assoc,http://GMRA.org,131.8,Glenwood Springs,Full-time to the GMRA Open System .,RACES net Wed 1930 Hrs Local,Colorado State RACES Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,68.94,ESE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,On-Air,N0OBA,Autopatch (please contact trustee).,,,2018-02-01,,,,,,,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,DM79OP,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,69.38,SSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,2019-09-04,,,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,69.46,SE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,On-Air,Pikes Peak FM Assoc,e-power.,,CCARC,2019-11-11,,,,,,PPFMA Repeaters,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,listed on http://ppfma.org,,,,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,69.46,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,On-Air,Pikes Pk FM Assoc,E-power.,,CCARC,2019-03-07,,,,,,PPFMA Repeaters,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,see http://www.ppfma.org,,,,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
