Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Grid,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Affiliate,Sponsor,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Feed,On-air,Central Regional,Commands,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Bandwidth,YSF Digital Enabled,DG-ID,Talkgroup Network,Northern Colorado Regional,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,79.5,E,,08,39,38.7,-104.9,145.265,144.665,,,El Paso,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,2019-03-07,,,,,,,,PPFMA Repeaters,CCARC,,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,79.5,E,,08,57,38.7,-104.9,448.8,443.8,100,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,,2019-03-07,,,,,,,,PPFMA Repeaters,CCARC,,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,80,SE,ON        - IDLE,08,13485,37.3407,-105.024,449.75,444.75,100,100,Las Animas,On-Air,,28368,2015-07-27,,,Full-time to the  The Fun Machine System .,363976,7301,,,The Fun Machine,CCARC,The Fun Machine,N0ZSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,80.8,N,,08,10827,39.2508,-106.293,147.24,147.84,156.7,156.7,Lake,Off-Air,,,2016-06-30,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,81,SW,,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,2018-01-15,,,,,,,,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,81.4,N,,08,16783,39.2653,-106.182,445.05,440.05,,,Lake,On-Air,,,2018-07-07,,,,,,,,http://www.rmham.org/,CCARC,Rocky Mountain Ham Radio,K2AD,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,2,,,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.7,E,,08,41,38.7372,-104.881,146.76,146.16,107.2,107.2,El Paso,On-Air,,,2018-01-15,,"Closed autopatch, e-power.",,,,,,,CCARC,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,81.7,E,,08,47,38.7372,-104.88,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,2018-01-15,,"Closed autopatch, e-power.","Full-time to  
927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to the  Cheyenne Mtn Repeater Group System .",,3854,,,http://www.cmrg.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.7,E,,08,269,38.7372,-104.881,448,443,107.2,,El Paso,On-Air,,,2018-01-15,,,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.7,E,,08,53,38.7372,-104.881,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,2018-01-15,,"Closed autopatch, e-power.","Full-time to  
927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,81.7,E,ON        - IDLE,08,38,38.7372,-104.88,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,2017-11-13,,"Closed autopatch, e-power.","Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,Switch to this repeater at mile marker 170 on I-25.,,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,CRA VHF Link System,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,82.5,N,,08,172,39.2814,-106.186,145.445,144.845,88.5,,Lake,On-Air,,,2013-06-14,,E-power (solar).,Full-time to the  Colorado Connection System .,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,82.8,E,,08,8088,38.7445,-104.862,145.375,144.77,,,El Paso,Off-Air,wide area,,2018-07-15,,,,,,Repeater off air for now.,,http://www.cmrg.org,CCARC,,Cheyenne Mountain Repeater Group (CMRG),yes,KC0CVU (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.9,E,,08,37,38.7452,-104.862,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,2016-04-03,,9,Full-time to the  Colorado Connection System .,,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,CCARC,,Colorado Connection,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,82.9,E,,08,8087,38.7451,-104.862,446.9125,441.9125,,,El Paso,Off-Air,,,2019-01-08,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,Cheyenne Mountain Repeater Group (CMRG),yes,KC0CVU (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.9,E,,08,7171,38.745,-104.862,927.85,902.85,D114,,Teller,On-Air,,,2017-03-09,,9,"Full-time to  
147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,http://www.cmrg.org,CCARC,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,82.9,E,,08,12355,38.7451,-104.862,445.0625,440.0625,,,El Paso,On-Air,,,2019-02-10,,Rocky Mountain Ham Radio Brandmeister Sites,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,CCARC,N0SZ Colorado Springs Brandmeister,Rocky Mountain Ham Radio,,,,yes,1,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  2  310  PTT    TAC 311  2  311  PTT    Colorado  2  3108  Full-Time    Colorado Chat  2  31080  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.9,E,,08,8158,38.745,-104.862,53.13,51.43,107.2,107.2,El Paso,On-Air,,,2017-03-09,,,,,,,,http://www.cmrg.org,CCARC,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,83.3,W,,08,16604,38.0228,-107.671,147.27,147.87,127.3,,Ouray,On-Air,,,2018-01-15,,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,83.5,WSW,,08,209,37.7933,-107.629,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,2018-01-15,,13,"Part-time to  
146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,D,83.8,ESE,,08,10785,38.2307,-104.611,446.9875,441.9875,,,Pueblo,Off-Air,,,2017-01-02,,,Full-time to the  Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,CCARC,RMHAM,,,,,yes,6,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,83.8,ESE,,08,9527,38.2305,-104.611,447.275,442.275,100,100,Pueblo,On-Air,,,2017-01-06,,,Full-time to the  The Fun Machine System .,,,"Moved to Pueblo. Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,CCARC,The Fun Machine,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,83.8,ESE,,08,3747,38.2306,-104.611,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,Pueblo and Fremont Counties,,2012-06-13,,,,,,,,,CCARC,,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,83.9,NNW,,08,260,39.1761,-106.829,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,,2012-11-10,,,,,,,,,CCARC,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,84,ESE,,08,8173,38.3069,-104.62,147,147.6,,,Pueblo,On-Air,,,2014-02-26,,,,,,,,,CCARC,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,84.1,ESE,,08,192,38.2544,-104.609,146.655,146.055,123,CSQ,Pueblo,On-Air,,,2013-05-07,,,,,,,,,CCARC,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,84.1,ESE,,08,8530,38.2544,-104.609,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,29228,2017-01-02,,,,,7389,,,,CCARC,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,84.1,ESE,,08,189,38.2544,-104.609,449.725,444.725,100,,El Paso,On-Air,,,2012-11-10,,,,,3043,,,,CCARC,,N0PWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,84.1,ESE,,08,191,38.2544,-104.609,145.115,144.515,88.5,,Pueblo,Off-Air,,,2012-11-12,,E-power.,,,,,,,CCARC,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,84.1,ESE,,08,194,38.2544,-104.609,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Wide area.,,2017-10-24,,E-power.,,,,,,,CCARC,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,84.7,NE,,08,56,38.78,-104.85,448.725,443.725,123,,El Paso,On-Air,,,2016-04-19,,,,,,,,,CCARC,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,84.8,SSW,,35,15079,36.91,-106.58,147.08,147.68,162.2,,Rio Arriba,On-Air,,,2017-04-05,,,,,,,,,NMFCC,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,85.1,WSW,,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,2018-01-15,,Solar powered,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,85.1,WSW,,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,2018-08-03,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,85.1,WSW,,08,210,37.8119,-107.664,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,,2014-06-30,,E-power.,,,,,,,CCARC,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,85.1,S,,35,19,36.8594,-106.019,146.76,146.16,67,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,2016-04-30,,11,,,,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,85.1,S,,35,175,36.8597,-106.018,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,,2017-01-23,,10,Full-time to the  Mega-Link System .,,,,,,NMFCC,,New Mexico Mega Link Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,85.7,WNW,,08,15213,38.3875,-107.674,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,,2016-10-11,,,"Full-time to  
447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,KB0YNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,85.7,WNW,,08,69,38.3875,-107.674,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,,2018-01-15,,9,Full-time to the  GMRA Open System .,,3710,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,CCARC,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,85.8,NE,,08,249,38.9939,-105.056,145.415,144.815,179.9,,Teller,,,,2012-11-12,,"Closed autopatch, e-power.",,,,,,,CCARC,,MARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,85.8,NE,,08,8193,38.9939,-105.057,447.675,442.675,179.9,179.9,Teller,On-Air,,,2014-05-22,,E-power.,,,,,,,CCARC,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,85.8,NE,,08,252,38.9939,-105.056,449.025,444.025,141.3,,Teller,,,,2012-11-10,,Linked.,,,,,,,CCARC,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,85.8,NE,,08,3750,38.9938,-105.057,927.9,902.9,D205,D205,Teller,On-Air,,,2012-11-10,,,,,,,,,CCARC,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,85.8,NE,,08,250,38.9939,-105.056,146.82,146.22,107.2,,Teller,On-Air,,,2016-11-17,,E-power.,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,CCARC,,Mountain ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,85.8,NE,,08,251,38.9939,-105.056,448.65,443.65,107.2,,Teller,On-Air,,,2016-11-17,,E-power.,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,CCARC,MARC,Mountain ARC (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,86,NE,,08,9503,38.9878,-105.044,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",27976,2019-04-01,,E-power. Allstar Node 27976,,,,Node # 27976,"Sunday 1900 MST
Tuesday 1900 MST",http://www.ka4eps.com,CCARC,Amateur Radio Motorcycle Club,KA4EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,88.1,NE,,08,8211,38.8339,-104.821,449.575,444.575,,,El Paso,On-Air,,,2016-08-10,,,,,,,,,CCARC,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,88.1,NE,,08,8200,38.8339,-104.821,448.3,443.3,100,,El Paso,On-Air,,,2016-08-10,,,,,,,,,CCARC,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,88.1,NE,,08,50,38.8339,-104.821,447.35,442.35,151.4,,El Paso,On-Air,,,2015-03-04,,E-power.,,,,,,,CCARC,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,88.1,NE,,08,8182,38.8339,-104.821,224.06,222.46,,,El Paso,,Wide area.,,2012-11-12,,"E-power, linked.",,,,,,,CCARC,,Pikes Peak FM Association (PPFMA),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,88.1,NE,,08,49,38.8339,-104.821,447.025,442.025,123,,El Paso,Off-Air,,,2016-08-10,,"Closed autopatch, e-power, linked, remote base.",,,,,,,CCARC,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,88.1,NE,,08,8198,38.8339,-104.821,448.25,443.25,123,,El Paso,Off-Air,Colorado Springs,,2018-09-25,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,88.1,NE,,08,51,38.8339,-104.821,447.475,442.475,107.2,,El Paso,,,,2012-11-10,,"Closed autopatch, e-power.","Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,CCARC,,Mountain ARC (MARC),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,88.1,NE,,08,55,38.8339,-104.821,448.6,443.6,114.8,,El Paso,,,,2012-11-10,,,"Full-time to  
927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,CCARC,,W0MOG,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,88.1,NE,,08,3537,38.8339,-104.821,927.8,902.8,D116,,Teller,On-Air,,,2012-11-10,,6,"Full-time to  
448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,88.1,NE,,08,8191,38.8339,-104.821,447.55,442.55,123,,El Paso,On-Air,,,2015-11-13,,,,,,,,,CCARC,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,88.3,NE,,08,46,38.8381,-104.821,147.27,147.87,,,El Paso,On-Air,,,2016-08-10,,E-power.,,,,,,,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,88.3,NE,,08,42,38.8381,-104.821,146.85,146.25,156.7,103.5,El Paso,On-Air,,,2019-02-17,,,,,,Please email with comments/signal reports,,http://www.v7arc.com/,CCARC,Village 7 Amateur Radio Club,AD0TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,88.3,NE,,08,43,38.8381,-104.821,146.91,146.31,151.4,151.4,El Paso,On-Air,,,2016-08-10,,E-power.,,,,,,,CCARC,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,88.3,NE,,08,48,38.8381,-104.821,147.39,147.99,103.5,,El Paso,On-Air,,,2016-08-10,,,,,,,,,CCARC,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
