Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,DMR Enabled,Color Code,Wide Network,IRLP,Nets,DMR ID,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Central Regional,Bandwidth,Mixed-Mode,Northern Colorado Regional,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,112.81,NE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,,,CCARC,2018-01-15,107.2,,,,,E-power.,CMRG Repeaters,Wide area.,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,113.27,E,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,Mountain ARC,,CCARC,2016-11-17,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,E-power.,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,113.27,E,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,WB0WDF,,CCARC,2012-06-15,,,RGARC,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,113.27,E,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,113.27,E,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,WB0WDF,,CCARC,2012-06-15,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,113.27,E,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,WB0WDF,Testing in Canon City,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,115.4,NE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,CMRG,,CCARC,2012-11-12,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,116.41,SE,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,Taos,On-Air,Taos ARC,,NMFCC,2017-08-27,,DM76IS,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,,117.03,SSW,,35,128,36.23329926,-107.56199646,145.49,144.89,100,Rio Arriba,On-Air,Totah ARC,,NMFCC,2017-01-16,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,118.3,SSE,,35,15632,36.2071991,-106.31900024,147.04,147.64,141.3,Rio Arriba,Off-Air,NMEMA ARC,,NMFCC,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,118.81,SE,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,Taos,On-Air,,,,2017-07-25,,,TaosARC,Full-time to the Mega-Link System .,,11,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,119.51,N,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,Single beep courtesy tone when linked and none when unlinked.,CCARC,2012-11-10,,,,,,8,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,119.51,N,,08,8181,39.55049896,-107.32499695,224.02,222.42,,Garfield,,SCARC,,CCARC,2012-11-12,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,119.51,N,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),Link Hub for 146.880.,CCARC,2012-11-12,,,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,50,,40,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,119.51,N,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,Garfield,On-Air,,RACES net Wed 1930 Hrs Local,CCARC,2018-01-15,131.8,,Grand Mesa Repeater Assoc,Full-time to the GMRA Open System .,,e-power Linked to GMRA Open System,http://GMRA.org,Glenwood Springs,,,,,,Colorado State RACES Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,121.22,NNW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",,CCARC,2015-06-03,,DM69cl,,,,E-power.,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,121.51,NW,,08,152,39.0639,-108.55,147.39,147.99,107.2,Mesa,,KE0TY,,CCARC,2012-11-10,,,,,,Linked.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,121.51,NW,,08,261,39.0639,-108.55,146.82,146.22,107.2,Mesa,On-Air,,,CCARC,2019-02-12,,,,,43554,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter *83 node# to link. *81 Unlink,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,121.54,NW,,08,15581,39.052,-108.565,147.355,146.755,88.5,Mesa,On-Air,Colorado Connection,,CCARC,2017-01-06,123,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,,121.55,NW,,08,8175,39.0639,-108.551,147.105,147.705,,Mesa,On-Air,K0SSI,,CCARC,2013-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,121.55,NW,,08,8206,39.0639,-108.551,449,444,,Mesa,On-Air,KB0SW,,CCARC,2015-08-03,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,,121.55,NW,,08,3757,39.0638,-108.551,447.5,442.5,114.8,Mesa,,KC0ARV,,CCARC,2012-11-10,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,S,121.55,NW,,08,11792,39.0639,-108.551,446.775,441.775,,Mesa,On-Air,,,,2014-08-16,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,,121.55,NW,ON - IDLE,08,11793,39.06389999,-108.5510025,449.775,444.775,173.8,Mesa,On-Air,,,CCARC,2015-10-25,88.5,,,,,,,,,,,,7573,,,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,,121.55,NW,,08,8167,39.0639,-108.551,145.22,144.62,107.2,Mesa,,KE0TY,,CCARC,2012-11-12,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,121.69,NNE,,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,Colorado Connection,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",CCARC,2015-01-30,123,,,Full-time to the Colorado Connection System .,,12,Breckenridge Repeater,Wide area.,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,121.99,SE,,35,183,36.55670166,-105.41600037,444.975,449.975,123,Taos,On-Air,N5TSV,,NMFCC,2017-02-13,,DM76HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,122.41,NNE,,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,K2AD,,,2018-02-01,,,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,,yes,7,,,,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,122.55,NNE,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,GRARC,,CCARC,2013-01-07,,,,,,E-power.,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,122.67,E,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,On-Air,RMHAM,Voice ID is required for data/GPS/text on TG 705,CCARC,2019-11-27,,DM78MS,,,,,Rocky Mountain Ham Radio,Wide area,,yes,7,,,,310824,,,,,,,,c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,122.69,E,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,El Paso,On-Air,AA0SP,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,CCARC,2017-03-09,,DM78MS,,,,E-power (solar).,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,122.69,E,,08,5220,38.77259827,-104.99299622,446.95,441.95,,Teller,On-Air,Rocky Mountain Ham Radio,,,2019-11-27,,,RMHAM,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,Monument Hill through Pueblo.,,yes,7,,,,310816,,,,,,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,122.69,E,,08,58,38.77259827,-104.99299622,927.725,902.025,,Teller,On-Air,WA6IFI,,CCARC,2020-01-01,,,,Full-time to the The 900 P25 Network System .,,12,Yahoo Group,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,,123,NW,,08,147,39.1173,-108.522,145.175,144.575,107.2,Mesa,On-Air,,,CCARC,2016-05-11,,,,,,"E-power,",,Greater grand Junction area.,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,123.01,NE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,On-Air,Pikes Peak FM Assoc,,CCARC,2019-11-11,,DM78LU,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,e-power.,PPFMA Repeaters,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,123.01,NE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,On-Air,Pikes Pk FM Assoc,,CCARC,2019-03-07,,DM78LU,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,E-power.,PPFMA Repeaters,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,123.28,E,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,,Off air. Will return to service,CCARC,2017-03-11,100,,,Full-time to the The Fun Machine System .,28368,,http://www.k0jsc.com,,,,,,7301,,,363976,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,123.28,E,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,DM78pe,,,,E-power.,http://www.puebloradio.org/,Wide area.,,yes,0,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,124.63,E,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-03-07,,DM78NQ,,,,,PPFMA Repeaters,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,125.22,NNE,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,ECHO,,CCARC,2012-11-10,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,125.5,NW,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,Mesa,On-Air,GMRA,,,2019-12-22,,,,,,Solar Powered,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,126.05,NNE,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,K2AD,,CCARC,2018-02-01,,,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,,yes,7,,,,310851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,126.25,S,,35,15615,36.02220154,-106.95800018,145.175,144.575,141.3,Sandoval,Off-Air,NMEMA ARC,,NMFCC,2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,126.29,E,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,Pueblo,On-Air,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,DM78qg,,,,E-power.,http://www.puebloradio.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,126.3,SE,,35,77,36.59999847,-105.25,444.35,449.35,100,Colfax,On-Air,,11,NMFCC,2018-01-07,,DM76JO,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,126.31,NNW,,08,253,39.4519,-108.052,449.8,444.8,107.2,Garfield,On-Air,,,CCARC,2018-01-15,,,,,,8,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,126.74,E,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,,CCARC,2018-01-15,107.2,DM78NR,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,126.74,E,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,On-Air,,,CCARC,2018-01-15,,DM78NR,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,126.74,E,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,On-Air,,,CCARC,2018-01-15,107.2,DM78NR,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,"Closed autopatch, e-power.",CMRG Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,126.79,E,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,On-Air,,,CCARC,2018-01-15,107.2,DM78NR,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,"Closed autopatch, e-power.",http://www.cmrg.org/,Wide area.,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,126.79,E,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,On-Air,Colorado Repeater Association,Switch to this repeater at mile marker 170 on I-25.,CCARC,2017-11-13,107.2,,CRA VHF Link System,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",http://www.w0cra.org/info/cosprgs.html#145160,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,,,,3990,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,126.92,S,,35,66,36.0135994,-106.84400177,147.24,147.84,67,Sandoval,On-Air,,,NMFCC,2018-01-07,,DM66NA,,Full-time to the Mega-Link System .,,9,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,127.29,NNE,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,ECHO,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,127.29,NNE,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,ECHO,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,127.34,NNE,,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,On-Air,Colorado Connection,,CCARC,2017-01-06,123,,,Full-time to the Colorado Connection System .,,9,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,,,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,127.57,SSE,,35,15923,36.19889832,-105.88899994,147.18,147.78,100,Rio Arriba,On-Air,,,NMFCC,2018-04-13,100,DM76BF,,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,127.88,E,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",CCARC,2019-12-29,,DM78NR,,,,,http://www.cmrg.org,Wide area,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,127.9,E,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,On-Air,Colorado Connection,Linked into the Colorado Connection System,CCARC,2019-11-11,123,,,Full-time to the Colorado Connection System .,,9,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,,,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,127.9,E,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,2019-12-28,,,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,127.9,E,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,On-Air,CMRG,,CCARC,2017-03-09,,DM78NR,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,9,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
