Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,Affiliate,Notes,YSF Digital Enabled,DG-ID,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado,Colorado Chat,Bandwidth,Mixed-Mode,On-air,Commands,Central Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Talkgroup Network,Northern Colorado Regional,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,REACT,CO-Park County,Europe,Southwest USA,Wyoming,WyLOCAL
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,34.37,NE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,34.37,NE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,Off-Air,Colorado Springs,,,,,,,,,,CCARC,2018-09-25,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,34.37,NE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 1930.,,,CCARC,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,34.37,NE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,W0MOG,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,34.37,NE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,,6,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,34.37,NE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,,,,,,,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,34.59,NE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,,TRA,E-power.,,,,,,,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,34.59,NE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,E-power.,,,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,34.59,NE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,,,,,,,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,35.4,NE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,,AA0L,6,,,,,,,,CCARC,2016-04-08,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,36,SE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,,K0ST,,,,,,,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,36,SE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,,,7389,29228,,,,CCARC,2019-11-27,yes,1,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,36,SE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,,,3043,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,36.48,ESE,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,,,,,,PHC repeaters,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,36.51,ESE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,,,,,Pueblo Amateur Radio Club,,CCARC,2019-12-10,,,,,,,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,36.51,ESE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,,,,,,Pueblo Amateur Radio Club,,CCARC,2019-12-10,yes,0,,c Record retrieved from radioid.net,,,,,,DM78ri,,Dual Mode Analog/DMR,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,36.55,SE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,Pueblo,Off-Air,,,,Full-time to the Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,yes,6,310821,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,DM78QF,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,36.55,SE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,On-Air,,,,Full-time to the The Fun Machine System .,,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,Listen Live,CCARC,2017-01-06,,,,,,,,,,DM78QF,The Fun Machine,"Moved to Pueblo. Now called ""Pueblo Metro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,36.55,SE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,,,,,,,,CCARC,2012-06-13,,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,37.33,N,,08,8214,38.97969818,-105.35700226,449.7,444.7,107.2,,Park,,,CMRG,,,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,37.44,NE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,On-Air,Greater Colorado Springs Area,AD0TP,,,,,,,http://www.v7arc.com/,,CCARC,2020-02-10,,,,,,,,,,DM78PU,Village 7 Amateur Radio Club,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,38.46,NNE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,,,,27976,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,,CCARC,2019-04-01,,,,,,,,,,DM78LX,Amateur Radio Motorcycle Club,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,38.67,NE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,w0mog,,,,,,,,,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,38.69,NNE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,,MARC,,,,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,38.7,NNE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,,,,,,,,CCARC,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,38.71,NNE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,MARC,"Closed autopatch, e-power.",,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,38.71,NNE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,,,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,38.71,NNE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,CCARC,2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,38.71,NNE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,,Mountain ARC (MARC),E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,CCARC,2016-11-17,,,,,,,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,42.27,W,,08,9844,38.53469849,-105.99900055,446.975,441.975,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,,,,,KD0QPG,,CCARC,2013-07-06,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,42.27,W,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,On-Air,,RMHAM,,,,,,,,,,2019-11-27,yes,7,310825,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,42.48,W,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,Full-time to the The 900 P25 Network System .,,,,,,,CCARC,2020-01-01,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,42.54,W,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,Full-time to the The Fun Machine System .,363976,7301,28368,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,,CCARC,2017-03-11,,,,,,,,,,DM68xk,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,42.54,W,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,Full-time to the Colorado Connection System .,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,CCARC,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,42.54,W,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,,,,CMRG Repeaters,,CCARC,2019-08-15,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,42.91,W,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,On-Air,Wide area.,,E-power.,,,,,,CMRG Repeaters,,CCARC,2018-01-15,,,,,,,,,,DM68XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,42.91,W,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),,,,,,,,CCARC,2013-07-05,,,,,,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,44.22,NNW,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,,,3854,,,CMRG Repeaters,,CCARC,2018-01-15,,,,,,,,,,DM79FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,44.27,NNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,CCARC,2016-11-17,,,,,,,,,,DM79FB,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,46.24,NNE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,,PPFMA Repeaters,,CCARC,2019-09-24,,,,,,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,47.12,NE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,,,,2015-11-11,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,48.09,SSE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,,Pueblo Amateur Radio Club,,,,,,,http://www.puebloradio.org/,,CCARC,2019-12-12,yes,,,c Record retrieved from radioid.net,,,,,,DM77LS,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,6.25,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,48.28,NNE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,CCARC,2016-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,48.56,NW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,Off-Air,Western Park County,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,CCARC,2017-11-22,,,,,,,,,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,48.69,N,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,,W0VG,,Full-time to the Colorado TRBO System .,,,,,http://www.rmham.org,,CCARC,2019-11-27,yes,6,310846,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,RMHAM,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,49.19,SE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,100,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",363976,7301,28368,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC dot Com,Listen Live,CCARC,2017-03-11,,,,,,,,,,DM78SA18,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,50.08,NNE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,2018-10-25,,,,,,,,,,DM79MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,50.11,NE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,e-power,,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,,,2019-01-08,,,,,,,,,,,K0JSC,,yes,Open ↑ / Open ↓,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,Unknown,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,51.17,NNE,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,,,,,The Fun Machine,,CCARC,2017-04-21,,,,,,,,,,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,51.21,NNE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",347086,3990,,"CRA Net, Sunday 9AM",Colorado Repeater Association,,CCARC,2017-11-13,,,,,,,,,,DM79LE,CRA VHF Link System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,51.21,NNE,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,http://www.w0cra.org,,CCARC,2020-02-11,,,,,,,,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,52.84,NE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,Linked.,Full-time to the The Fun Machine System .,363976,7301,28299,,,,,2015-06-02,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,53.97,NW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,,Park,On-Air,,K7PFJ,,,,,,,,,,2019-11-27,yes,7,310827,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,RMHAM,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,55.72,WNW,,08,184,38.71289825,-106.19999695,146.745,146.145,100,,Chaffee,On-Air,,CLARA,E-power.,,,,,,,,CCARC,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
