Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,156.9,NE,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,CCARC,2018-12-23,,,,,,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,156.9,ESE,,08,247,37.7719,-104.456,146.73,146.13,88.5,Huerfano,On-Air,6,Pueblo Ham Club,CCARC,2015-04-15,,,Pueblo Ham Club,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,157,SSE,,35,196,35.884,-106.382,223.94,222.34,CSQ,Los Alamos,On-Air,E-power.,,NMFCC,2015-10-16,CSQ,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,157.7,SSE,,35,194,35.9027,-106.282,146.88,146.28,CSQ,Los Alamos,On-Air,Autopatch,,NMFCC,2018-05-17,CSQ,,Los Alamos ARC,,,,,Located on the Barranca Mesa water tower.,,LAARC: Sun at 2000.,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,157.8,E,,08,17551,39.0485,-104.701,448.95,443.95,,El Paso,,e-power,http://www.k0jsc.com,,2019-01-08,,,N0PKT,K0JSC,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,Unknown,,,,,,,,,yes,(B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,yes,1,6.25,yes,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,158.1,SSE,,35,5181,35.8881,-106.307,442.425,447.425,,Los Alamos,On-Air,,,,2017-07-25,,,,,,,30,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,158.1,SSE,,35,123,35.8881,-106.306,444.775,449.775,,Los Alamos,On-Air,E-power.,,NMFCC,2017-03-19,,,WD9CMS,,,,Los Alamos and surrounding areas,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,158.3,SSE,,35,9407,35.892,-106.285,224.04,222.44,100,Los Alamos,On-Air,,,NMFCC,2019-03-13,100,DM65uv,KA5BIW,,,,,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,158.3,SSE,,35,15608,35.892,-106.285,442,447,100,Los Alamos,On-Air,,http://ka5biw.com/ham_radio/repeater.php,NMFCC,2019-03-12,,DM65UV,KA5BIW,,,,,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,D,158.6,SSE,,35,15733,35.88,-106.31,442.25,447.225,,Los Alamos,Off-Air,,,NMFCC,2018-03-24,,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,158.7,SSE,,35,16629,35.88,-106.303,144.265,144.265,203.5,Los Alamos,On-Air,,,,2017-12-08,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,D,158.7,SSE,,35,16602,35.88,-106.303,442.925,447.925,,Los Alamos,On-Air,,,,2018-05-14,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,158.7,SSE,,35,12228,35.88,-106.303,927.9,902.9,,Los Alamos,On-Air,,,NMFCC,2017-02-05,,,,,,,Los Alamos and surrounding areas,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,158.8,NE,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,E-power.,,CCARC,2016-09-05,100,,El Jebel RADOPS,,,,,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,158.8,NE,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,CCARC,2015-05-22,,,,,"Full-time to  
449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,Wide area.,"PL is usually off, allowing use by older transceivers.",,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,158.8,NE,,08,138,39.7525,-105.359,449.525,444.525,CSQ,Jefferson,On-Air,E-power.,Intermountain Repeater Group,CCARC,2015-05-23,,,KE0SJ,,"Full-time to  
145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,158.8,NE,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,E-power.,DRL Repeaters,CCARC,2017-03-11,,,Denver Radio League,,,,"Wide area. 
 Repeater Coverage Map",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,158.9,NE,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,2017-03-11,100,,Denver Radio Club,,"Full-time to  
145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,Denver metro area.,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,159.1,E,,08,13790,38.933,-104.609,447.2,442.2,,El Paso,Testing,,,,2015-11-11,,,GGARC,Garden of the Gods Amateur Radio Club,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,159.3,NE,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,CCARC,2018-12-23,,,,,,45770,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,The offset is -25.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,159.3,NE,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,,http://www.w0tx.org/,CCARC,2017-12-09,,,Denver Radio Club,Brandmeister Network,,,,,,,,yes,1,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,160.1,NNE,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,On-Air,,http://www.rmham.org,,2017-03-11,,,,RMHAM,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,160.1,NNE,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,,E-power.,,CCARC,2014-09-06,,,GCARA,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,160.1,NE,,08,10514,39.6734,-105.218,53.17,52.67,107.2,Jefferson,On-Air,,,CCARC,2019-03-25,CSQ,,N6LXX,N6LXX,Full-time to the  N6LXX System .,29883,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,160.1,NE,,08,10513,39.6734,-105.218,447.875,442.875,107.2,Jefferson,On-Air,,,CCARC,2017-03-09,107.2,,N6LXX,N6LXX,Full-time to the  N6LXX System .,29913,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,e-power.,ARA Repeaters,CCARC,2016-01-17,88.5,,Aurora Repeater Assoc,,,,"Denver metro, central front range",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,8,Repeater,CCARC,2016-12-23,103.5,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,8,Repeater,CCARC,2017-03-11,103.5,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,e-power,ARA Repeaters,CCARC,2016-01-17,88.5,,Aurora Repeater Assoc,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,e-power,ARA Repeaters,CCARC,2016-01-17,100,,Aurora Repeater Assoc (ARA),,"Linkable to  
224.74000 (N0POH) at Golden, Guy Hill, CO .",,"Denver metro, central front range",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,161.2,NE,,08,71,39.7772,-105.328,145.22,144.62,103.5,Jefferson,On-Air,8,Repeater,CCARC,2016-12-23,103.5,,Rocky Mtn Radio League,,,,Wide area.,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,162.2,E,ON        - IDLE,08,13294,39.0437,-104.608,447.625,442.625,100,El Paso,On-Air,Linked.,,,2015-06-02,100,,KD0MDP,The Fun Machine,Full-time to the  The Fun Machine System .,28299,,,7301,,,,,,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,162.2,SE,,08,8086,37.1457,-104.571,446.775,441.775,,Las Animas,On-Air,,,CCARC,2017-12-13,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,,162.2,NE,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,E-power,,CCARC,2017-03-11,141.3,,Rocky Mountain Ham Radio,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,162.3,NE,,08,10939,39.7307,-105.233,145.37,144.77,,Jefferson,On-Air,700,Rocky Mountain Ham Radio,CCARC,2018-11-25,,,Rocky Mountain Ham Radio,,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,162.3,NE,,08,3739,39.7305,-105.233,145.25,144.65,,Jefferson,On-Air,,Colorado D-Star,CCARC,2014-01-03,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,162.3,NE,,08,2769,39.7305,-105.233,446.9625,441.9625,,Jefferson,On-Air,,Colorado D-Star,CCARC,2017-03-11,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,162.3,NE,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,Jefferson,On-Air,,Colorado D-Star,CCARC,2014-01-03,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,162.3,NE,,08,8222,39.7305,-105.233,1299.9,1299.9,,Jefferson,On-Air,,Colorado D-Star,,2014-01-03,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,D,162.3,NE,,08,3753,39.7305,-105.232,446.8375,441.8375,,Jefferson,On-Air,200,,CCARC,2017-02-23,,,WA2YZT,,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,162.8,NE,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,,,CCARC,2012-11-10,,,W0RM,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,162.9,NE,,08,105,39.7008,-105.178,53.09,51.39,107.2,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,2017-03-11,,,Denver Radio Club,,,,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,163.1,NNW,,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,On-Air,,https://www.rmham.org,,2018-10-25,,,RMHAM,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,163.2,S,,35,9767,35.6967,-106.859,443.1,448.1,100,Sandoval,On-Air,"Linked, e-power.",http://nmscares.org/,NMFCC,2017-02-10,,,Sandoval County ARES,ARRL,,27748,Wide area - NW NM.,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,163.4,NE,,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,2017-03-31,,,Denver Radio Club,,,,Metro Denver and the foothills.,Not recommeded to use tone squelch on this repeater.,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,163.4,NE,,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,On-Air,,DRC Repeaters,CCARC,2017-03-11,100,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,163.4,NE,,08,8215,39.6822,-105.143,449.775,444.775,100,Jefferson,On-Air,,Denver Radio Club,CCARC,2015-06-02,100,,Denver Radio Club,,,,Metro Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,163.5,SE,,35,41,36.36,-105.21,147.34,147.94,100,Colfax,On-Air,E-power.,Taos Amateur Radio Club,NMFCC,2017-08-27,,,Taos ARC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,163.6,NE,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,10,,CCARC,2015-12-06,123,,Colorado Connection,,Full-time to the  Colorado Connection System .,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.","Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,163.6,NE,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Emergency Power,,CCARC,2015-11-03,141.3,,Rocky Mountain Ham Radio (RMHR),,,,Wide area.,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,164,NE,,08,143,39.7556,-105.221,448.125,443.125,107.2,Jefferson,On-Air,,,CCARC,2014-04-28,,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,164,NE,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,Jefferson,On-Air,,,,2017-12-24,,,N0PYY,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,164,NE,,08,137,39.7556,-105.221,448.975,443.975,123,Jefferson,On-Air,Linkable VHF/UHF Remote Base,,CCARC,2016-08-12,,,FRG,,,42845,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,,164.1,NE,,08,8743,39.4718,-104.895,449.95,444.95,77,Douglas,On-Air,,,CCARC,2017-01-22,77,,W9SL Owner,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,165.1,SE,,08,8180,37.1695,-104.501,147.375,147.975,100,Las Animas,Off-Air,,,CCARC,2017-10-24,100,,K0BV,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,165.1,SE,,08,13499,37.1695,-104.501,447.375,442.375,100,Las Animas,On-Air,E-power (batt).,,CCARC,2018-04-04,,,KG5JL,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,165.2,SE,,08,240,37.1694,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,E-power.,CMRG Repeaters,CCARC,2017-10-24,,,Cheyenne Mtn Rptr Grp,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,165.2,NE,,08,8204,39.7046,-105.123,448.75,443.75,100,Jefferson,On-Air,E-power.,,CCARC,2012-11-16,100,,,N0ELY,,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,165.5,NE,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,On-Air,,,CCARC,2017-03-11,D073,,Denver Radio Club,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
Please reset your programing to use:
12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,165.6,NE,,08,14273,39.7846,-105.216,446.975,441.975,,Jefferson,On-Air,,http://www.w0dmr.org/,,2016-01-25,,,W0DMR,,,,Denver Metro Area,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,yes,0,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.
TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,167.4,NE,,08,9775,39.7505,-105.123,147.21,147.81,100,Jefferson,On-Air,,http://www.dwarc.com,,2018-10-07,100,,Denver Water Amateur Radio Club,,,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,167.4,NE,,08,17349,39.7506,-105.123,448.35,443.35,,Jefferson,On-Air,,http://www.DWARC.com,CCARC,2018-10-02,,,Denver Water Amateur Radio Club (DWARC),,,,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,,167.5,SSW,,35,13539,35.9031,-108.772,448.2,443.2,100,McKinley,On-Air,,,NMFCC,2017-12-27,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,167.5,NE,,08,8189,39.4942,-104.836,447.525,442.525,203.5,Douglas,On-Air,,,CCARC,2017-03-11,146.2,,EmComm Colorado,Colorado ARES,,,"Denver metropolitan area, front range foothills","Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
