Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,AllStar,Nets,Coordination,Last update,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Notes,Coverage,Features,Links,Affiliate,On-air,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,IRLP,Grid,Commands,Mixed-Mode,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Central Regional,Northern Colorado Regional,Feed,Eastern Colorado,Local/Cluster,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,166.7,NNE,yes,08,8181,39.5505,-107.325,224.02,222.42,,,Garfield,,SCARC,,,,CCARC,2012-11-12,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,166.7,NNE,yes,08,8192,39.5505,-107.325,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),,,,CCARC,2012-11-12,,,,,,,,Link Hub for 146.880.,40,50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,166.7,NNE,yes,08,13637,39.5505,-107.325,449.85,444.85,131.8,131.8,Garfield,On-Air,,,,Colorado State RACES  Wed 1930 local,CCARC,2018-01-15,http://GMRA.org,,,,,,,RACES net Wed 1930 Hrs Local,Glenwood Springs,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,167.4,NW,yes,49,57,39.1715,-110.62,147.14,147.74,88.5,,Emery,On-Air,Sinbad Desert ARC,64264,,,UVHFS,2015-08-04,http://sdarc.us/repeaters/cedar.html,,,,,,,7,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.","Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,167.4,NW,yes,49,274,39.1719,-110.619,448.55,443.55,88.5,,Emery,On-Air,N7QLO,,,,UVHFS,2014-11-05,,,,,,,,Stand alone.,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Remote base.,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,167.4,NW,yes,49,74,39.1719,-110.619,447.125,442.125,100,,Emery,,San Rafael Cactus Assoc,,,,UVHFS,2008-07-10,,,,,,,,,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",7,,Cactus-Intertie,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,167.6,NW,yes,49,4237,39.185,-110.605,448.075,443.075,,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,,,,2013-12-07,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,169.1,SE,yes,35,15923,36.1989,-105.889,147.18,147.78,100,100,Rio Arriba,On-Air,,,,,NMFCC,2018-04-13,,,,,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,175.4,SE,yes,35,137,36.693,-105.514,145.39,144.79,100,,Taos,On-Air,Taos ARC,,,,NMFCC,2017-09-01,Taos Amateur Radio Club,,,,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,176.5,SE,yes,35,3112,35.2744,-106.737,442.75,447.75,162.2,,Sandoval,On-Air,KC5IPK,214956,,,NMFCC,2017-02-11,,,,,,,,,"Rio Rancho, Albuquerque, Corrales.",E-power.,,,,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,176.5,SE,yes,35,139,35.2744,-106.737,147.1,147.7,100,100,Sandoval,On-Air,Sandoval Co ARES,,27749,,NMFCC,2017-02-10,http://www.nmscares.org,,,,,,,,,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,176.5,SE,yes,35,141,35.2744,-106.737,443,448,100,,Sandoval,On-Air,Sandoval Co ARES,,27750,,NMFCC,2017-02-10,http://www.nmscares.org,,,,,,,,Rio Rancho and parts of Santa Fe.,E-power.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",RACES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,178.9,E,yes,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,,,,2017-01-06,,,,,,,,,,,Full-time to the  The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,178.9,E,yes,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,,,CCARC,2012-06-14,,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,178.9,E,yes,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,,,CCARC,2017-03-11,http://www.qsl.net/rghc,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,178.9,E,yes,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,,CCARC,2012-06-14,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,178.9,E,yes,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,,,,CCARC,2016-07-14,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,179,NE,yes,08,9840,38.8833,-105.933,448.575,443.575,103.5,103.5,Park,Off-Air,,,,,CCARC,2017-11-22,,,,,,,,,Western Park County,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,179.1,SE,yes,35,15606,36.247,-105.655,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,,,2017-08-27,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,179.1,SE,yes,35,15605,36.247,-105.655,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,,,NMFCC,2017-07-06,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,179.2,SE,yes,35,172,36.2469,-105.654,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,828279,,,NMFCC,2017-02-24,http://taosarc.org/,,,,,,,,Wide area.,E-power.,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,179.2,SE,yes,35,15612,36.2462,-105.654,449.875,444.875,123,,Taos,Off-Air,Taos ARC,,,,NMFCC,2018-05-21,,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,180.3,SE,yes,35,140,35.2755,-106.618,442.35,447.35,100,,Sandoval,On-Air,WA5OLD,,,,NMFCC,2017-07-21,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,180.9,NE,yes,08,10827,39.2508,-106.293,147.24,147.84,156.7,156.7,Lake,Off-Air,,,,,CCARC,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,181,SE,yes,35,11288,36.5978,-105.445,147.14,147.74,67,,Taos,On-Air,,,,,,2017-07-25,http://www.taosarc.com/,,,,,,,,,11,Full-time to the  Mega-Link System .,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,181.2,SE,yes,35,16499,35.2328,-106.663,442.4,447.4,,,Sandoval,On-Air,,,,,NMFCC,2018-07-16,,yes,4,,,,,Dmr color code 4,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque","Brandmeister, DMR CC 4, D-Star, Fusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,181.5,SE,yes,35,10214,35.1976,-106.715,145.37,144.77,162.2,,Sandoval,On-Air,Adrian Miura,,,,,2014-11-23,,,,,,,,,,,,,,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,181.8,SE,yes,35,142,35.225,-106.66,444.7,449.7,100,,Sandoval,On-Air,New Mexico Intel Emergency Amateur Service,,,,NMFCC,2017-07-21,,,,,,,,,Albuquerque and vicinity,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,182.8,SE,yes,35,16498,35.2378,-106.607,443.2,448.2,,,Sandoval,On-Air,,,,,,2017-10-21,http://brandmeister.network/?page=repeater&amp;id=313513,yes,1,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,182.9,SE,yes,35,14763,35.336,-106.451,443.4,448.4,100,,Sandoval,On-Air,Sandia Vista ARC,,,,NMFCC,2017-04-05,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,183.2,SE,yes,35,33,35.1619,-106.725,443.65,448.65,,,Bernalillo,On-Air,NM5SH,,,,NMFCC,2018-03-05,NM5SH QSL.net,yes,1,,,,,,Albuquerque Metro,Brandmeister,,,,,,,,,,,,,,,,DM65pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,183.4,SE,yes,35,183,36.5567,-105.416,444.975,449.975,123,,Taos,On-Air,N5TSV,,,,NMFCC,2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,183.7,SE,yes,35,15432,35.163,-106.71,223.9,222.3,,,Bernalillo,On-Air,,87120,,,,2018-10-16,,,,,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,184.2,SE,yes,35,9768,35.3075,-106.457,147.08,147.68,100,,Sandoval,On-Air,Sandoval County ARES,,28176,Sandoval County ARES: Mon at 19:30.,NMFCC,2017-02-10,http://www.nmscares.org,,,,,,,25,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.","Linked, e-power.",,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,184.5,NNW,yes,49,58,39.6389,-110.342,147.32,147.92,88.5,,Carbon,On-Air,Sinbad Desert ARC,64264,,,UVHFS,2017-09-03,http://sdarc.us/repeaters/bruin.html,,,,,,,110,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,,,,,,,,,,,,,,,3270,DM49tp,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,184.5,NNW,yes,49,59,39.6389,-110.342,449.05,444.05,88.5,,Carbon,On-Air,Sinbad Desert ARC,64264,,,UVHFS,2008-07-11,http://sdarc.us/repeaters/bruin.html,,,,,,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,,,,,,,,,,,,,,,3270,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,185,NNW,yes,49,15319,39.6447,-110.348,145.175,144.575,,,Carbon,On-Air,SDARC,,,,,2018-01-11,,,,,,,,,Eastern Utah,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,185.2,SE,yes,35,15618,36.76,-105.31,145.25,144.65,123,,Taos,On-Air,Taos ARC,,,,NMFCC,2017-08-27,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,185.8,SE,yes,35,10216,35.651,-105.992,449.275,444.275,146.2,,Santa Fe,On-Air,Fred Homuth,,,,,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,185.8,NE,yes,08,16783,39.2653,-106.182,445.05,440.05,,,Lake,On-Air,K2AD,,,,CCARC,2018-07-07,http://www.rmham.org/,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,,Rocky Mountain Ham Radio,,,,,RMHAM,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,186.2,SE,yes,35,13566,35.648,-105.985,447.775,442.775,100,,Santa Fe,On-Air,,,,,,2017-02-14,,,,,,,,,Santa Fe,,,,,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,186.4,NE,yes,08,172,39.2814,-106.186,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2013-06-14,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,E-power (solar).,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,186.5,SE,yes,35,17323,35.687,-105.938,145.19,144.59,162.2,,Bernalillo,On-Air,,,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,186.5,SE,yes,35,13769,35.687,-105.938,145.21,144.61,,,Santa Fe,On-Air,W5SF,,,,,2015-11-08,,,,,,,,Soon to move to a better location.,Local Santa Fe,,,Santa Fe Amateur Radio Club,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,186.5,SE,yes,35,13768,35.687,-105.938,444.575,449.575,,,Santa Fe,On-Air,W5SF,,,,,2015-11-08,,,,,,,,Soon to move to a better location,Local Santa Fe,,,Santa Fe Amateur Radio CLub,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,186.8,NE,yes,08,5336,39.21,-106.087,447.125,442.125,103.5,103.5,Park,On-Air,KC0UFO,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",CCARC,2018-09-15,,,,,,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,,"Park County Radio Club, AB0PC",,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,187.4,SE,yes,35,154,35.6593,-105.945,147.2,147.8,162.2,,Santa Fe,On-Air,Santa Fe ARC,,,,NMFCC,2018-09-01,SFARC Repeaters,,,,,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,187.8,SSE,yes,35,15732,35.06,-106.77,442.25,447.25,,,Bernalillo,On-Air,,,,,NMFCC,2018-01-19,http://www.aztrbonet.com/MinimalNetwatch,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Albuquerque,,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,188.4,SE,yes,35,3113,35.1967,-106.51,224.48,222.88,100,,Bernalillo,On-Air,K6LIE,,,,NMFCC,2015-01-12,,,,,,,,Moved to new location and added PL,Entire Albuquerque Area,,,High Desert ARC of New Mexico,,,,,,,,,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,188.4,NE,yes,08,12698,39.0469,-105.87,446.7625,441.7625,,,Park,On-Air,K7PFJ,,,,,2017-03-11,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,188.9,SE,yes,35,16283,35.1661,-106.543,443.85,448.85,103.5,,Bernalillo,On-Air,KC0QIZ,881226,,,NMFCC,2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,189.1,NW,yes,49,54,39.2098,-111.142,147.06,147.66,88.5,,Emery,On-Air,Sinbad Desert ARC,64264,,,UVHFS,2015-08-04,http://sdarc.us/repeaters/horn.html,,,,,,,8,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.","Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,,,,,,,,3270,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,189.1,NW,yes,49,73,39.2096,-111.142,447.625,442.625,100,,Emery,On-Air,San Rafael Cactus Assoc,,,,UVHFS,2008-07-11,,,,,,,,,Wide area.,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,189.1,NW,yes,49,273,39.21,-111.142,223.92,222.32,88.5,,Emery,,,,,,UVHFS,,,,,,,,,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.","Remote base, 8,702'.",,Sinbad Desert ARC,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,189.1,NW,yes,49,272,39.2096,-111.142,447.7,442.7,123,,Emery,,,,,,UVHFS,2013-08-05,,,,,,,,,Wide area.,"Closed autopatch, 8,702'.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,189.2,SE,yes,35,11724,35.2183,-106.451,443.75,448.75,100,,Bernalillo,Off-Air,"WA6CCB, K5RKE",,,Bosque Youth Amateur Radio Net: M-F at 17:00.,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,189.3,SE,yes,35,151,35.2167,-106.45,443.3,448.3,,,Bernalillo,Testing,K5RKE,,,,NMFCC,2018-03-24,http://brandmeister.network/?page=repeater&amp;id=313510,yes,1,,,,,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),Wide area.,A Motorola SLR5700 on the BrandMeister worldwide network,,Mac Pass Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,189.3,SE,yes,35,4208,35.2167,-106.45,51.7,50.7,156.7,,Bernalillo,Off-Air,K5RKE,,,,NMFCC,2017-07-25,,,,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,189.4,SE,yes,35,15631,35.7853,-105.782,147.02,147.62,141.3,,Santa Fe,On-Air,NMEMA ARC,,,,NMFCC,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,189.5,SE,yes,35,15759,35.067,-106.701,442.05,447.05,100,100,Bernalillo,On-Air,BERNCO OEM,,28828,,NMFCC,2018-06-16,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
