Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Location Photo,Feed,Central Regional,Mixed-Mode,Commands,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Colorado,Mountain Reg USA
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,89.9,SE,yes,35,11288,36.5978,-105.445,147.14,147.74,67,Taos,On-Air,2017-07-25,,,,,,,,TaosARC,Full-time to the  Mega-Link System .,http://www.taosarc.com/,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,90.9,WNW,yes,08,254,37.991,-107.972,449.7,444.7,107.2,San Miguel,On-Air,2017-12-07,107.2,Wide Area via links - Western Colorado - Eastern Utah,,Grand Mesa Repeater Association ( GMRA ),Closed IRLP out - Ask for a control Op,CCARC,,,Full-time to the  GMRA Open System .,,E-power.,,3710,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,92.4,SW,yes,35,15644,36.8,-107.62,147.36,147.96,100,San Juan,On-Air,2018-01-15,,,,,,NMFCC,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,92.7,W,yes,08,113,37.4153,-108.012,146.67,146.07,100,La Plata,On-Air,2017-11-30,,Wide area.,,Durango ARC,Linked active in the summer months only.,CCARC,,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",DARC Repeaters,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,93.2,SE,yes,35,183,36.5567,-105.416,444.975,449.975,123,Taos,On-Air,2017-02-13,,,,N5TSV,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,95.5,WSW,yes,08,8169,37.3,-108.028,145.37,144.77,100,La Plata,On-Air,2018-01-15,100,,,,,CCARC,,,,http://www.sjcham.com,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,96.2,SE,yes,35,77,36.6,-105.25,444.35,449.35,100,Colfax,On-Air,2018-01-07,,,,,11,NMFCC,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,96.4,WSW,yes,35,16667,36.95,-107.85,147.06,147.66,100,San Juan,On-Air,2018-01-07,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,97.5,NE,yes,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,2016-11-17,,,,Mountain ARC,,CCARC,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,E-power.,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,97.5,NE,yes,08,64,38.7466,-105.178,145.46,144.86,67,Teller,On-Air,2012-06-15,,,,WB0WDF,,CCARC,,RGARC,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,97.5,NE,yes,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,2012-06-18,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,97.5,NE,yes,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,2012-06-15,,,,WB0WDF,,CCARC,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,97.5,NE,yes,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,2012-06-18,,,,WB0WDF,Testing in Canon City,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,98.1,NNE,yes,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,2017-03-11,,,,K7PFJ,,,,RMHAM,,,,,,,,,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,98.2,E,yes,08,7994,38.303,-104.734,448.975,443.975,100,Pueblo,On-Air,2017-03-11,100,,28368,,Off air.  Will return to service,CCARC,,,Full-time to the  The Fun Machine System .,http://www.k0jsc.com,,363976,7301,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,99.2,SE,yes,35,15635,36.578,-105.198,147.04,147.64,141.3,Colfax,On-Air,2017-01-24,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,99.5,NW,yes,08,12442,38.4783,-107.876,146.91,146.31,107.2,Montrose,On-Air,2014-12-13,107.2,,,,,CCARC,,,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,99.5,NW,yes,08,7953,38.4783,-107.876,146.79,146.19,107.2,Montrose,On-Air,2012-09-06,107.2,,,KC0UXX,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,100.9,WSW,yes,08,15896,37.36,-108.15,442.375,447.375,100,Montezuma,On-Air,2017-11-30,,,,San Juan Connection,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,101.7,S,yes,35,15632,36.2072,-106.319,147.04,147.64,141.3,Rio Arriba,Off-Air,2017-01-16,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,102.3,E,yes,08,10785,38.2307,-104.611,446.9875,441.9875,,Pueblo,Off-Air,2017-01-02,,,,,,CCARC,,RMHAM,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,102.3,E,yes,08,9527,38.2305,-104.611,447.275,442.275,100,Pueblo,On-Air,2017-01-06,100,,,,"Moved to Pueblo.  Now called ""Pueblo Metro""",CCARC,,The Fun Machine,Full-time to the  The Fun Machine System .,The Fun Machine,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,102.3,E,yes,08,3747,38.2306,-104.611,147.24,147.84,103.5,Pueblo,Off-Air,2012-06-13,CSQ,Pueblo and Fremont Counties,,TARA,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,103,E,yes,08,192,38.2544,-104.609,146.655,146.055,123,Pueblo,On-Air,2013-05-07,CSQ,,,K0ST,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,103,E,yes,08,8530,38.2544,-104.609,447.7,442.7,210.7,Pueblo,Off-Air,2017-01-02,210.7,,29228,,,CCARC,,,,,,,7389,,,,,yes,0,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,103,E,yes,08,189,38.2544,-104.609,449.725,444.725,100,El Paso,On-Air,2012-11-10,,,,N0PWZ,,CCARC,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,103,E,yes,08,191,38.2544,-104.609,145.115,144.515,88.5,Pueblo,Off-Air,2012-11-12,,,,Pueblo Ham Club,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,103,E,yes,08,194,38.2544,-104.609,146.88,146.28,88.5,Pueblo,On-Air,2017-10-24,CSQ,Wide area.,,Pueblo HC,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,103.9,ESE,yes,08,247,37.7719,-104.456,146.73,146.13,88.5,Huerfano,On-Air,2015-04-15,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,Pueblo Ham Club,,CCARC,,,,Pueblo Ham Club,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,103.9,E,yes,08,8173,38.3069,-104.62,147,147.6,,Pueblo,On-Air,2014-02-26,,,,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,104.5,SE,yes,08,8086,37.1457,-104.571,446.775,441.775,,Las Animas,On-Air,2017-12-13,,,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,,,,,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,104.6,E,yes,08,5369,38.034,-104.489,449.975,444.975,100,Pueblo,On-Air,2017-03-11,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",28368,K0JSC,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,DM78SA18,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",K0JSC dot Com,2,363976,7301,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,104.9,NNE,yes,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,2012-11-12,,,,CMRG,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,105.1,NNE,yes,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,2018-01-15,107.2,Wide area.,,,,CCARC,,,,CMRG Repeaters,E-power.,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,105.1,NNE,yes,08,169,39.0494,-105.513,146.685,146.085,107.2,Park,On-Air,2016-11-17,107.2,,,Mountain ARC (MARC),,CCARC,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,"Closed autopatch, e-power.",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,105.4,SSE,yes,35,15923,36.1989,-105.889,147.18,147.78,100,Rio Arriba,On-Air,2018-04-13,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,NMFCC,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,105.6,NE,yes,08,8178,38.7725,-104.993,147.18,147.78,100,El Paso,On-Air,2017-03-09,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,AA0SP,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,CCARC,,,,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC7,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,105.6,NE,yes,08,17250,38.772,-104.993,145.235,144.635,,El Paso,On-Air,2018-12-23,,Wide area,,RMHAM,Voice ID is required for data/GPS/text on TG 705,CCARC,,,,Rocky Mountain Ham Radio,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Eastern Colorado  2  705    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,105.7,NE,yes,08,5220,38.7726,-104.993,446.95,441.95,,Teller,On-Air,2017-03-11,,Monument Hill through Pueblo.,,Rocky Mountain Ham Radio,,,,RMHAM,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,105.7,NE,yes,08,58,38.7726,-104.993,927.725,902.025,,Teller,On-Air,2018-12-01,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",,WA6IFI,,CCARC,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",Yahoo Group,12,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,105.9,NE,yes,08,39,38.7,-104.9,145.265,144.665,100,El Paso,On-Air,2019-01-14,100,Local. Good coverage of I25 in Colorado Springs.,,Pikes Peak FM Association,Repeater has been moved.,CCARC,,,,PPFMA Repeaters,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,105.9,NE,yes,08,57,38.7,-104.9,448.8,443.8,100,El Paso,Off-Air,2016-11-23,100,,,Pikes Peak FM Assoc,,CCARC,,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,106.1,NW,yes,08,8179,38.8683,-107.592,147.33,147.93,107.2,Delta,On-Air,2016-05-16,,Wide area.,,North Fork Repeater Assoc.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,106.2,SSE,yes,35,15606,36.247,-105.655,51.5,51.5,100,Taos,On-Air,2017-08-27,,,,Taos ARC,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,106.2,SSE,yes,35,172,36.2469,-105.654,147.12,147.72,67,Taos,On-Air,2017-02-24,,Wide area.,,Taos Amateur Radio Club,,NMFCC,,ARRL,,http://taosarc.org/,E-power.,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,106.2,SSE,yes,35,15605,36.247,-105.655,224.4,222.8,225.7,Taos,On-Air,2017-07-06,,,,Taos ARC,,NMFCC,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,106.3,SSE,yes,35,15612,36.2462,-105.654,449.875,444.875,123,Taos,Off-Air,2018-05-21,,,,Taos ARC,,NMFCC,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,106.4,SW,yes,35,11429,36.65,-107.791,1292.3,1272.3,,San Juan,On-Air,2018-02-02,,,,San Juan County,,NMFCC,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,106.6,NNW,yes,08,260,39.1761,-106.829,447.05,442.05,136.5,Pitkin,On-Air,2012-11-10,136.5,Aspen-Snowmass areas.,,Roaring Fork Amateur Repeater Cooperative,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,106.7,WSW,yes,08,8168,37.326,-108.248,145.325,144.725,100,Montezuma,On-Air,2018-01-15,,Wide area.,,,Full time to the San Juan Connection,CCARC,,,,http://www.sjcham.com,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,106.8,N,yes,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,2018-09-15,103.5,"Covers Fairplay, Alma, and western South Park.",,KC0UFO,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",CCARC,DM69wf,"Park County Radio Club, AB0PC",,,Emergency automatic generator.,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,107.2,NE,yes,08,44,38.8405,-105.043,146.97,146.37,100,El Paso,On-Air,2017-08-28,123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,Pikes Peak FM Assoc,,CCARC,,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",PPFMA Repeaters,"Closed autopatch, e-power.",,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,107.2,NE,yes,08,54,38.8406,-105.043,448.45,443.45,100,El Paso,On-Air,2015-03-14,,Wide area.,,Pikes Pk FM Assoc,,CCARC,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",PPFMA Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,107.6,SE,yes,08,8180,37.1695,-104.501,147.375,147.975,100,Las Animas,Off-Air,2017-10-24,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,K0BV,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,107.6,SE,yes,08,240,37.1694,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,2017-10-24,,Wide area.,,Cheyenne Mtn Rptr Grp,,CCARC,,,,CMRG Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,107.6,SE,yes,08,13499,37.1695,-104.501,447.375,442.375,100,Las Animas,On-Air,2018-04-04,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,KG5JL,,CCARC,,,,,E-power (batt).,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,107.8,WSW,yes,35,44,36.8222,-107.992,447.45,442.45,107.2,San Juan,On-Air,2017-07-19,,,,KB5ITS,,NMFCC,,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,107.8,WSW,yes,35,43,36.8222,-107.992,146.74,146.14,100,San Juan,On-Air,2017-07-19,,,,Totah ARC,,NMFCC,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,107.9,WSW,yes,35,15629,36.8222,-107.993,146.88,146.28,100,San Juan,On-Air,2018-01-15,,,,,,NMFCC,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
