Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Nets,Coordination,Last update,Affiliate,Notes,Bandwidth,Coverage,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Downlink Tone,IRLP,EchoLink,Feed,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado,Colorado Chat,AllStar,On-air,Location Photo,Grid,Commands,Talkgroup Network,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Mixed-Mode,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,21.1,SSW,ON        - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,,,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",CCARC,2013-01-27,,,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
 Repeater Coverage Map",K0JSC dot Com,,,,,,,,,,,,,100,7301,363976,Listen Live,,,,,,,,28368,,yes,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,21.1,SSW,,08,278,38.4539,-105.286,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,21.1,SSW,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,CCARC,2012-07-10,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,Http://www.qsl.net/rghc,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,21.1,SSW,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",CCARC,2017-03-11,Colorado ARES Region 5 District 1,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,103.5,,,,,,,,,,,,,yes,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,21.1,SSW,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",,,CCARC,2017-10-04,,,,"Wide area. 
 Repeater Coverage Map",,,,,,,,,,,,,,103.5,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,21.1,SSW,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,RGARC,E-power (Bat),,,CCARC,2017-03-11,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,103.5,3081,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,21.3,E,,08,8176,38.8397,-104.8,147.135,147.735,100,El Paso,On-Air,AA0L,6,,,CCARC,2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,22.1,S,Node Offline,08,7185,38.4301,-105.232,447.975,442.975,100,Fremont,On-Air,K0JSC,Autopatch.,Full-time to the  The Fun Machine System .,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",CCARC,2017-03-11,,,,"Canon City area. 
 Repeater Coverage Map",http://www.k0jsc.com,,,,,,,,,,,,,100,7301,363976,Listen Live,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,22.9,E,,08,15989,38.9,-104.8,224.72,223.12,103.5,El Paso,On-Air,w0mog,,,,,2017-04-07,,,,Local,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,27.5,NW,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,,E-power.,,,CCARC,2018-01-15,,,,Wide area.,CMRG Repeaters,,,,,,,,,,,,,107.2,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,27.6,NW,,08,169,39.0494,-105.513,146.685,146.085,107.2,Park,On-Air,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,D,28,N,,08,15900,39.1525,-105.164,446.875,441.875,,Douglas,On-Air,W0VG,,Full-time to the  Colorado TRBO System .,,CCARC,2018-01-27,RMHAM,,,,http://www.rmham.org,yes,6,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,,,,,,,,,,,,,,,,,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,29,NE,,08,183,39.0917,-104.872,447.725,442.725,100,El Paso,On-Air,K0NR,30,,,CCARC,2016-12-10,,,,Local.,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,30.1,NNE,ON        - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,2018-10-25,,,,Wide area coverage at 8300,,,,,,,,,,,,,,131.8,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,30.6,NNE,,08,15903,39.1749,-105.034,449.975,444.975,100,Douglas,On-Air,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,,CCARC,2017-04-21,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,The Fun Machine,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,30.6,NNE,Node Offline,08,83,39.1755,-105.034,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .","CRA Net, Sunday 9AM",CCARC,2017-11-13,CRA VHF Link System,,,Wide area,Colorado Repeater Association,,,,,,,,,,,,,107.2,3990,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,30.6,NNE,,08,16547,39.1755,-105.034,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,"Full-time to  
147.10500 (WA0DE) at Simla, CO .",,,2017-11-14,ARESDEC,,,Wide area,http://www.w0cra.org,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,33.1,NE,,08,17551,39.0485,-104.701,448.95,443.95,,El Paso,,N0PKT,e-power,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,2019-01-08,K0JSC,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,http://www.k0jsc.com,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,yes,(B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,Unknown,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,33.2,E,,08,13790,38.933,-104.609,447.2,442.2,,El Paso,Testing,GGARC,,,,,2015-11-11,Garden of the Gods Amateur Radio Club,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC8,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,36,N,,08,7193,39.2648,-105.114,446.925,441.925,,Douglas,On-Air,,,Full-time to the  Colorado TRBO System .,,CCARC,2018-12-23,,See the website for programming info.,,,Rocky Mountain Ham Radio,yes,8,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  1  719      Devilshead Local  2  711    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,36,N,,08,8190,39.2648,-105.114,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,,,,CCARC,2015-06-17,Colorado ARES,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,36.9,NE,ON        - IDLE,08,13294,39.0437,-104.608,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,Full-time to the  The Fun Machine System .,,,2015-06-02,The Fun Machine,,,,,,,,,,,,,,,,,100,7301,363976,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,38.9,SE,Node Offline,08,7994,38.303,-104.734,448.975,443.975,100,Pueblo,On-Air,,,Full-time to the  The Fun Machine System .,,CCARC,2017-03-11,,Off air. Will return to service,,,http://www.k0jsc.com,,,,,,,,,,,,,100,7301,363976,Listen Live,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,41.6,SE,,08,193,38.3925,-104.555,146.79,146.19,88.5,Pueblo,On-Air,Pueblo HC,E-power.,,,CCARC,2018-11-16,,,,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,41.6,SE,,08,195,38.3925,-104.555,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,,,CCARC,2013-05-07,,,,Wide area.,PHC repeaters,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,41.6,SE,,08,198,38.3925,-104.555,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,E-power.,,,CCARC,2015-08-06,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,41.7,WNW,,08,9840,38.8833,-105.933,448.575,443.575,103.5,Park,Off-Air,,,"Full-time internet linked to  
146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,CCARC,2017-11-22,,,,Western Park County,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,D,42.6,WNW,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,K7PFJ,,,,,2017-03-11,RMHAM,,,,,yes,0,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,42.8,SE,,08,8173,38.3069,-104.62,147,147.6,,Pueblo,On-Air,Carl Higbee,,,,CCARC,2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,45,SSW,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,E-power,,,CCARC,2012-06-14,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,45,SSW,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,E-power.,,,CCARC,2017-03-11,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,45,SSW,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,,CCARC,2012-06-14,,System uses digital PL,,,,,,,,,,,,,,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,45.1,SSW,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,On-Air,,,Full-time to the  The Fun Machine System .,,,2017-01-06,The Fun Machine,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,45.1,SSW,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,,,,CCARC,2016-07-14,,,,Wide area.,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,45.9,SE,,08,192,38.2544,-104.609,146.655,146.055,123,Pueblo,On-Air,K0ST,,,,CCARC,2013-05-07,,,,,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,45.9,SE,,08,8530,38.2544,-104.609,447.7,442.7,210.7,Pueblo,Off-Air,,,,,CCARC,2017-01-02,,,,,,yes,0,,,,,,,,,,,210.7,7389,,,,,,,,,,29228,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,45.9,SE,,08,189,38.2544,-104.609,449.725,444.725,100,El Paso,On-Air,N0PWZ,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,,45.9,SE,,08,191,38.2544,-104.609,145.115,144.515,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,45.9,SE,,08,194,38.2544,-104.609,146.88,146.28,88.5,Pueblo,On-Air,Pueblo HC,E-power.,,,CCARC,2017-10-24,,,,Wide area.,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,46.7,WSW,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,,,CCARC,2013-07-06,Crestone Amateur Radio Emergency Services,,,,KD0QPG,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,46.7,WSW,,08,12697,38.5347,-105.999,446.8125,441.8125,,Chaffee,On-Air,RMHAM,,,,,2015-01-13,,,,,,yes,0,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,D,47,SE,,08,10785,38.2307,-104.611,446.9875,441.9875,,Pueblo,Off-Air,,,Full-time to the  Colorado TRBO System .,,CCARC,2017-01-02,RMHAM,,,,Rocky Mountain Ham Radio,yes,6,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,47,SE,,08,9527,38.2305,-104.611,447.275,442.275,100,Pueblo,On-Air,,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",CCARC,2017-01-06,The Fun Machine,"Moved to Pueblo. Now called ""Pueblo Metro""",,,The Fun Machine,,,,,,,,,,,,,100,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,47,SE,,08,3747,38.2306,-104.611,147.24,147.84,103.5,Pueblo,Off-Air,TARA,,,,CCARC,2012-06-13,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,48.2,NNW,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,AB0RR,25,"Full-time internet linked to  
448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,CCARC,2017-07-05,,,,285,Park County Radio Club (PCRC),,,,,,,,,,,,,100,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,,48.8,S,,08,199,38.0411,-105.185,449.625,444.625,107.2,Custer,On-Air,,E-power.,,,CCARC,2018-01-15,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,48.8,S,,08,245,38.0411,-105.185,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,11,,,CCARC,2016-07-14,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,48.8,S,,08,197,38.0411,-105.185,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo HC,11,,,CCARC,2015-04-15,,,,Wide area: Southeast Colorado.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,49.2,WSW,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,On-Air,Colorado Connection,11,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",CCARC,2016-05-23,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,49.2,WSW,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,On-Air,Cheyenne Mtn Repeater Group,,,,CCARC,2015-01-30,,,,Wide area.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,49.5,WSW,ON        - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,On-Air,,2,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",CCARC,2017-03-11,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,K0JSC.COM,,,,,,,,,,,,,100,7301,363976,,,,,,,,,28368,,,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,49.7,WSW,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,On-Air,,E-power.,,,CCARC,2018-01-15,,,,Wide area.,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,49.7,WSW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,On-Air,,E-power (Bat),,,CCARC,2013-07-05,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,50,N,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,E-power.,,,CCARC,2014-04-28,,,,Wide area.,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,52.2,NNE,,08,11473,39.3935,-104.675,446.85,441.85,,Douglas,On-Air,Parker Radio Association,D-Star B module,,,CCARC,2018-03-18,,,,,http://parkerradio.org,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,,52.3,NNE,,08,8743,39.4718,-104.895,449.95,444.95,77,Douglas,On-Air,W9SL Owner,,,,CCARC,2017-01-22,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
