Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update,Bandwidth,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,Notes,Talkgroups,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,AllStar,Rocky Mountain Wide,Feed,Southern Colorado,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Location Photo,Local Network,Devilshead Local,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,136.84,WNW,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,Full-time to the The 900 P25 Network System .,,,,Yahoo Group,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,139.52,W,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,DM78JA,Off-Air,,Pueblo Ham Club,11,,,,,PHC repeaters,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,139.52,W,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,DM78JA,Off-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,11,,,,,http://www.puebloradio.org/,CCARC,2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,139.99,WNW,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,,On-Air,Local.,K0NR,30,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,2016-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,,140.27,SE,,40,4411,36.9070015,-100.53900146,147.39,147.99,,,Beaver,,,70,N5AKN,WX.,,,,,,ORSI,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.35,5,123,KY0J,Dodge City,KS,OPEN,EA,,140.58,ESE,Node Offline,20,17688,37.75239944,-100.07700348,443.35,448.35,123,123,Ford,DM97XS,On-Air,20,KY0J,,,6891,,,,Kansas Repeater Council,2019-03-18,,,,,,,,,,,,,,,,,,,,,27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,140.83,WNW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,listed on http://ppfma.org,PPFMA Repeaters,CCARC,2019-11-11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,140.83,WNW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,see http://www.ppfma.org,PPFMA Repeaters,CCARC,2019-03-07,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,141.11,WSW,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,Las Animas,,On-Air,,N0ZSN,,Full-time to the The Fun Machine System .,363976,7301,,The Fun Machine,CCARC,2015-07-27,,,,,,,,,,,,The Fun Machine,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.675,5,162.2,K0HAM,"Dodge City, K-Link",KS,OPEN,A,,142.68,ESE,,20,11669,37.76599884,-100.03500366,443.675,448.675,162.2,162.2,Ford,DM97XS,On-Air,Click for coverage map. 45 mi radius.,"NV8Q, WV0S",Linked to K-Link Repeater Network. AllStar 46012.,Full-time to the K-Link System .,,,,K-Link Repeater Network,Kansas Repeater Council,2019-02-16,,,,,,,,,,,,Affiliate of the K-Link Repeater Network,,,,,,,,,46012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,142.83,NW,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,DM79PJ,On-Air,,Parker Radio Association,D-Star B module,,,,,http://parkerradio.org,CCARC,2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,143.63,W,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,,On-Air,Canon City area. Repeater Coverage Map,K0JSC,Autopatch.,Full-time to the The Fun Machine System .,363976,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,28368,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,123,K0ECT,Dodge City,KS,OPEN,,,143.8,ESE,,20,3974,37.75279999,-100.01699829,147.03,147.63,123,,Ford,,On-Air,,SKECT,Autopatch,,,,RACES,,,2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,123,K0ECT,Dodge City,KS,OPEN,,,143.8,ESE,,20,4041,37.75279999,-100.01699829,442.375,447.375,123,,Ford,,On-Air,US-50,,Autopatch.,,,,,,Kansas Repeater Council,2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,144.05,WNW,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,DM79MD,On-Air,Wide area coverage at 8300,N0OBA Owner,,,10079,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,144.98,WNW,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,,,,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,CCARC,2019-04-01,,,,,,,,,,,,Amateur Radio Motorcycle Club,,Node # 27976,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,145.13,NW,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,DM79RM,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,145.73,WNW,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,145.73,WNW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,,On-Air,,WB0WDF,"E-power, 100% Solar",,,,,,CCARC,2012-06-15,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,145.73,WNW,,08,7203,38.7466011,-105.1780014,224.94,223.34,67,,Teller,,Testing,,,,,,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,145.73,WNW,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,,,,,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,145.73,WNW,,08,67,38.7466011,-105.1780014,1287.7,1267.7,67,,Teller,,Testing,,WB0WDF,,,,,,,CCARC,2012-06-18,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,145.75,WNW,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,,MARC,"Closed autopatch, e-power.",,,,,,CCARC,2012-11-12,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,145.75,WNW,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,,Mountain Amateur Radio Club (MARC),Linked.,,,,,,CCARC,2012-11-10,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,145.75,WNW,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,145.75,WNW,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,,On-Air,,Mountain ARC (MARC),E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,,,,,,,,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,145.79,WNW,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,,On-Air,,MARC,,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,145.8,WNW,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,,,,,,CCARC,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,146.41,NW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,Mondays 20:30 MST,http://www.parkerradio.org,CCARC,2019-11-27,,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,Mixed Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,146.74,NNW,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,Morgan,,On-Air,,W0FT,,,,,,http://www.rmham.org/,CCARC,2019-11-27,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,146.75,NNW,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,123,Washington,,On-Air,Northeastern plains of Colorado.,Colorado Connection,,Full-time to the Colorado Connection System .,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,2018-11-02,,,,,,,,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,146.77,W,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,,On-Air,,Royal Gorge ARC,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,146.99,W,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,Fremont,DM78ii,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,,,http://www.k0jsc.com,CCARC,2019-11-27,,yes,7,310815,RMHR c Record retrieved from radioid.net,,,,,,,Rocky Mountain Ham Radio,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,2,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,146.99,W,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,100,Fremont,DM78ik,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,Full-time to the The Fun Machine System .,363976,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,CCARC,2013-01-27,,,,,,,,,,,,,,,,,,,,,28368,,Listen Live,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,146.99,W,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,88.5,Fremont,DM78IK,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,Http://www.qsl.net/rghc,CCARC,2012-07-10,,,,,,,,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,146.99,W,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,103.5,Fremont,DM78ik,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,,,,,,,,,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,146.99,W,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,Fremont,DM78IK,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",,,,,,CCARC,2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,146.99,W,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,103.5,Fremont,,On-Air,,RGARC,E-power (Bat),,,3081,,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,,147.25,SE,,20,4114,37.53120041,-100.01699829,444.55,449.55,141.3,,Ford,DM97XM,On-Air,,SKECT,,Full-time to the SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.575,5,162.2,K0HAM,"Ransom, K-Link",KS,OPEN,,,147.42,E,,20,4075,38.63100052,-99.98999786,443.575,448.575,162.2,162.2,Ness,EM08AP,On-Air,Click for coverage map. 40 mi radius.,N7JYS,,"Full-time to 442.45000 (N7JYS) at Hays, K-Link, KS . Full-time to the K-Link System .",,,K-Link: Saturdays 21:00 local,K-Link Repeater Network,Kansas Repeater Council,2019-08-02,,,,,,,,,,,,K-Link Repeater Network,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,,148.05,ESE,,20,4107,38.05329895,-99.89959717,444.5,449.5,141.3,141.3,Hodgeman,,On-Air,,SKECT,E-power,Full-time to the SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,150.37,WNW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,Douglas,,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,,,,The Fun Machine,CCARC,2017-04-21,,,,,,,,,,,,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,150.39,WNW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,DM79LE,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",347086,3990,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,2017-11-13,,,,,,,,,,,,CRA VHF Link System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,150.39,WNW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,http://www.w0cra.org,CCARC,2020-02-11,,,,,,,,,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,151.15,WNW,,08,33,38.53860092,-105.34899902,449,444,67,67,Fremont,DM78HM,On-Air,,WB0WDF,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,,,,Mega Link,CCARC,2012-06-14,,,,,,,,,,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,151.85,NW,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,,On-Air,Small coverage area in Parker,Parker Radio Association,Linked to the Colorado Mega digital system,,,,Monday nights 8pm mountain,https://www.parkerradio.org,,2019-11-03,,,,,,,,,yes,Open ↑ / Open ↓,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,151.85,NW,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,,,,,,,,,2019-11-27,,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,,152.4,SSE,,48,11484,36.19839859,-101.19200134,443.2,448.2,88.5,,Hansford,,On-Air,,KY5C,,,,,,,,2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,,152.4,SSE,,48,596,36.19839859,-101.19200134,147.04,147.64,88.5,,Hansford,,,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",,,,,,TVHFS,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,,152.4,SSE,,48,994,36.19839859,-101.19200134,442,447,88.5,,Hansford,,,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",,,,,,TVHFS,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,,153.59,SE,,48,383,36.40000153,-100.8030014,146.64,146.04,88.5,,Ochiltree,,,,,,,,,,,TVHFS,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,153.88,NW,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,154.65,W,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,77,Custer,,On-Air,,http://www.qsl.net/rghc,E-power,,,,,,CCARC,2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,154.65,W,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,103.5,Custer,,On-Air,,Royal George ARC,E-power.,,,,,http://www.qsl.net/rghc,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,154.65,W,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,,Custer,,On-Air,,Royal Gorge Amateur Radio Club,,,,,,,CCARC,2012-06-14,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,154.7,W,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,100,Custer,,On-Air,,,,Full-time to the The Fun Machine System .,,,,,,2017-01-06,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
