Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Bandwidth,Downlink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Grid,Mixed-Mode,Notes,Web links,Coverage,Affiliate,Links,EchoLink,AllStar,Nets,Feed,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,On-air,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Commands,Central Regional,Devilshead Local,Local/Cluster,REACT,CO-Park County,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,95.3,N,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,KA4EPS,E-power. Allstar Node 27976,,CCARC,2019-04-01,,103.5,,,,,DM78LX,,Node # 27976,http://www.ka4eps.com,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",Amateur Radio Motorcycle Club,,,27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,95.82,N,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,MARC,"Closed autopatch, e-power.",,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,95.82,N,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,Mountain Amateur Radio Club (MARC),Linked.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,95.82,N,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,MARC,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,95.82,N,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,Mountain ARC,E-power.,,CCARC,2016-11-17,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,95.82,N,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,Mountain ARC (MARC),E-power.,,CCARC,2016-11-17,,,,,,,,,,,,MARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,95.83,N,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),E-power.,,CCARC,2014-05-22,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,97.16,N,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-09-24,,,,,,,DM79OA,,,PPFMA Repeaters,I-25 corridor from Baptist Rd south to Fort Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,98.51,N,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,N0PKT,e-power,,,2019-01-08,,,,,,,,,,http://www.k0jsc.com,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,K0JSC,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,yes,Open ↑ / Open ↓,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,Unknown,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,98.53,N,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,7301,,2015-06-02,,100,,,,,,,,,,The Fun Machine,Full-time to the The Fun Machine System .,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,98.75,NNW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,CMRG,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,101.52,N,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,K0NR,30,,CCARC,2016-12-10,,100,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,103.12,NE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,2012-07-20,,,,,,,DM88DU,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,104.7,NW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,2019-09-04,,,,,,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,104.76,N,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,,2018-10-25,,131.8,,,,,DM79MD,,,,Wide area coverage at 8300,,,10079,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,106.14,NNW,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,,E-power.,3854,CCARC,2018-01-15,,107.2,,,,,,,,CMRG Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,106.19,NNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,On-Air,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,2016-11-17,,107.2,,,,,DM79FB,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,106.71,SSW,ON - IDLE,35,172,36.24689865,-105.65399933,147.12,147.72,67,Taos,On-Air,Taos Amateur Radio Club,E-power.,,NMFCC,2017-02-24,,,,,,,DM76EF,,,http://taosarc.org/,Wide area.,ARRL,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,106.73,SSW,,35,15606,36.24700165,-105.65499878,51.5,51.5,100,Taos,On-Air,Taos ARC,,,,2017-08-27,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,106.73,SSW,,35,15605,36.247,-105.655,224.4,222.8,225.7,Taos,On-Air,Taos ARC,,,NMFCC,2017-07-06,,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,106.75,SSW,,35,15612,36.24620056,-105.65399933,449.875,444.875,123,Taos,Off-Air,Taos ARC,"Linked to 147.34, E-Power.",,NMFCC,2018-05-21,,,,,,,DM76EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,106.76,ESE,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,Las Animas,Off-Air,,,,CCARC,2015-12-12,,100,,,,,,,,KZ0DEM Repeaters,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,107.16,NW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,,,,CCARC,2017-11-22,,103.5,,,,,DM78AV,,,,Western Park County,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,107.63,N,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,W0VG,,,CCARC,2019-11-27,,,yes,6,RMHAM c Record retrieved from radioid.net,,,,,http://www.rmham.org,,RMHAM,Full-time to the Colorado TRBO System .,,,,,,,,,,310846,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,107.75,NW,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,On-Air,CLARA,E-power.,,CCARC,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,108.03,N,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,,CCARC,2017-04-21,,100,,,,,,,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,,The Fun Machine,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,108.07,N,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),Closed autopatch,3990,CCARC,2017-11-13,,107.2,,,,,DM79LE,,,Colorado Repeater Association,Wide area,CRA VHF Link System,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",347086,,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,108.07,N,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),E-Power,,CCARC,2020-02-11,,107.2,,,,,,,,http://www.w0cra.org,Wide area 55 mi radius.,ARESDEC,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,WB5NJU,Kenton,NM,OPEN,,,109.75,SE,,35,18214,36.90100098,-103.00299835,147.39,147.99,88.5,Union,On-Air,,,,,2019-10-30,,,,,,,,,Repeater on the New Mexico - Oklahoma border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,110.6,WSW,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,,,NMFCC,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,,111.69,S,,35,181,36.00889969,-104.70600128,444.4,449.4,100,Mora,Off-Air,Mora ARC,,,NMFCC,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,,113.51,S,,35,11289,35.98429871,-104.90100098,147.2,147.8,67,Mora,On-Air,,8,,,2017-01-24,,,,,,,DM75NX,,,http://nm5ml.com/,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,,113.53,S,,35,15621,35.984,-104.901,145.37,144.77,141.3,Mora,Off-Air,NMEMA ARC,,,NMFCC,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,114.69,NNW,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,K7PFJ,,,,2017-03-11,,,yes,0,,,,,,,,RMHAM,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,114.79,N,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,,,CCARC,2019-11-27,,,yes,8,RMHR c Record retrieved from radioid.net,,DM79KG,,See the website for programming info.,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,,,,,,,,,,310817,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,114.79,N,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,,,CCARC,2015-06-17,,146.2,,,,,DM79KG,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,115.99,SSW,,35,15923,36.19889832,-105.88899994,147.18,147.78,100,Rio Arriba,On-Air,,,,NMFCC,2018-04-13,,100,,,,,DM76BF,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,116.86,NNE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 448.425 - WestCreek,,CCARC,2020-02-11,,107.2,,,,,DM79WF,,,http://www.w0cra.org/,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",Colorado Repeater Association,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,117.68,NW,,08,15212,38.6125,-106.543,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,CCARC,2016-10-28,,151.4,,,,,,,,,Gunnison valley and along East and west on Highway 50.,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,118.29,W,,08,63,37.8492,-106.926,146.925,146.325,,Mineral,Off-Air,Creede ARC,,,CCARC,2012-11-12,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,,119.64,ESE,,08,8174,37.4083,-102.614,147.09,147.69,118.8,Baca,,BCDEARC,,,CCARC,2012-11-12,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,119.64,ESE,Node Offline,08,6093,37.40829849,-102.61399841,147.33,147.93,118.8,Baca,Off-Air,Baca County Amateur Emergency Management,,7142,CCARC,2018-03-12,,118.8,,,,,,,,KZ0DEM Repeaters,,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,119.64,ESE,Node Offline,08,4588,37.4083,-102.614,449.2,444.2,118.8,Baca,On-Air,Baca County Div of Emerg Mgt Communications,,7142,,2011-08-21,,118.8,,,,,,,,,provides coverage to central Baca County,,,97142,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,121.35,NE,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,On-Air,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,CCARC,2020-01-26,,,,,,,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,122.1,E,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,Prowers,On-Air,Lamar ARC,Linked full time to 146.610 (N0LAR) repeater,3774,CCARC,2019-12-29,,123,,,,,DM-88,,,http://www.qrz.com/db/n0lar,45,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",37784,,NWS net: Daily 12:15pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,122.34,E,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,Prowers,On-Air,Lamar Amateur Radio Club,,3774,CCARC,2019-12-29,25,123,,,,,DM-88,,,http://www.qrz.com/db/n0lar,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",37784,,NWS Net 12:15pm daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,122.39,N,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,Parker Radio Association,D-Star B module,,CCARC,2018-03-18,,,,,,,DM79PJ,,,http://parkerradio.org,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,,124.91,W,,08,14923,37.7933,-107.055,449.525,444.525,100,Mineral,On-Air,N0PKT,,,,2017-01-06,,100,,,,,DM67lt,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,126.16,N,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,CCARC,2019-11-27,,,yes,1,None c Record retrieved from radioid.net,,,,Mixed Mode,http://www.parkerradio.org,,,,,,Mondays 20:30 MST,,,,,,,310844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,127.45,E,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,On-Air,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,,2019-12-21,,162.2,yes,1,BrandMeister c Record retrieved from radioid.net,,,,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,,,,,,,,,311409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,128.67,NNW,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,AB0RR,25,,CCARC,2017-07-05,,100,,,,,,,,Park County Radio Club (PCRC),285,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,45835,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,KZ0DEM,Vilas,CO,OPEN,,D,129.05,ESE,,08,17522,37.37469864,-102.4469986,446.7625,441.7625,,Baca,,Southeast Colorado REACT,,,,2019-11-27,,,yes,7,RMHAM c Record retrieved from radioid.net,,,,TS1​ 310815 - Fun Machine Link - Static,http://www.secahr.com/southeast-colorado-react.html,Baca County,,,,,,,,,,,,310841,"Open Talkgroup View Assignment TS TG Access Local/Cluster 2 2 Full-Time Central Regional 2 720 Full-Time Colorado 2 3108 Full-Time REACT 2 3740 Full-Time CO-Park County 2 31081 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,2,,,,,,Unknown,,,,,,2,,2,2,2,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,129.25,N,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,,CCARC,2017-03-11,,146.2,,,,,DM79NL,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,"Denver metropolitan area, front range foothills",Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,129.55,N,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,E-power.,,CCARC,2014-04-28,,88.5,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,129.67,SW,,35,15632,36.2071991,-106.31900024,147.04,147.64,141.3,Rio Arriba,Off-Air,NMEMA ARC,,,NMFCC,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,130.43,NNW,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,AA0BF,Emergency automatic generator.,,CCARC,2019-03-08,,103.5,,,,,DM69wf,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",,,45840,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,130.77,WSW,,08,188,37.193,-107.1,146.61,146.01,123,Archuleta,On-Air,,,,CCARC,2018-01-15,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
