Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Rocky Mountain Wide,Feed,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,WIRES-X,Devilshead Local,Location Photo,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,123.2,SE,,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,,,CCARC,2017-03-11,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,123.2,SE,,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,W0CFI,,,CCARC,2015-04-03,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,123.4,ESE,,08,4203,40.5397,-105.196,927.825,902.825,100,100,Larimer,On-Air,AB0SF,,,CCARC,2013-11-12,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,123.4,ESE,,08,3592,40.5397,-105.197,927.95,902.95,100,100,Larimer,On-Air,K1TJ Repeater System,,,CCARC,2013-11-12,,25,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,123.4,ESE,Node Offline,08,123,40.5397,-105.196,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,2016-10-25,,7,Wide area.,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,123.4,ESE,,08,275,40.5397,-105.196,224.52,222.92,100,100,Larimer,Off-Air,Northern Colorado ARC,,,CCARC,2018-03-21,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,123.4,ESE,,08,126,40.5397,-105.196,447.275,442.275,100,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,2018-07-23,,"Closed autopatch, e-power.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,123.7,SE,,08,8250,39.6732,-105.48,449,444,136.5,136.5,Clear Creek,On-Air,CARN,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,124.1,SE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,On-Air,AC0KQ,Rocky Mountain Ham Radio,,CCARC,2014-09-21,,AllStar node repeater providing wide area coverage along the Front Range,Wide area at 9500',,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,124.3,ESE,,08,8715,40.5388,-105.179,446.75,441.75,,,Larimer,On-Air,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,CCARC,2013-12-01,,,,,http://www.rmham.org,See website for complete info on color codes/time slot assignment.,,yes,7,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,D,124.3,ESE,,08,14274,40.5388,-105.179,145.265,144.665,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,,CCARC,2017-01-11,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",BrandMeister US,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,,2,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,124.8,SE,,08,8186,40.015,-105.271,446.8625,441.8625,,,Boulder,On-Air,Boulder County ARES,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,124.8,SE,,08,8185,40.015,-105.271,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,CCARC,2017-03-11,,,Wide area.,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,124.8,SE,,08,8221,40.015,-105.271,1299.5,1279.5,,,Boulder,On-Air,Boulder County ARES,,,CCARC,2012-11-12,,E-power.,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,124.9,SE,,08,21,40.015,-105.27,449.4,444.4,91.5,,Boulder,Off-Air,BARC,,,CCARC,2013-01-08,,2,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,124.9,SE,ON        - IDLE,08,11,40.015,-105.27,449.55,444.55,100,,Boulder,On-Air,Rocky Mtn VHF Soc,,"Full-time to  
224.02000 (W0IA) at Boulder, Lee Hill, CO .",CCARC,2017-03-11,,8,Denver metro area.,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,125.2,SE,,08,14,39.9775,-105.279,146.7,146.1,100,,Boulder,On-Air,Boulder Co ARC,,,CCARC,2013-03-17,,6,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,125.4,SE,Node Offline,08,15,40.0571,-105.243,146.73,146.13,91.5,91.5,Boulder,Off-Air,BARC,,,CCARC,2017-05-02,,12,Local,,http://www.ked-wireless.com/products1.htm,,115482,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,125.4,SE,,08,13,39.9783,-105.275,146.61,146.01,100,,Boulder,Off-Air,Boulder Amateur Radio Club,,,CCARC,2017-05-02,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,125.4,SE,,08,10,39.978,-105.275,448.9,443.9,100,,Boulder,On-Air,Boulder ARC,,,CCARC,2013-03-17,,6,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,126,ESE,,08,3620,40.5153,-105.147,1283.55,1263.55,100,,Larimer,On-Air,K1TJ Repeater System,,,CCARC,2013-01-01,,,Northern Colorado Front Range,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,126,ESE,Node Offline,08,276,40.5153,-105.147,447.45,442.45,123,,Larimer,On-Air,,,,CCARC,2016-02-01,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,D,126,ESE,,08,8505,40.5153,-105.147,446.7375,441.7375,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,,,CCARC,2017-03-11,,DMR-MARC World Wide Network,Wide area: North Front Range.,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Repeater ID: 310803,,yes,2,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,1,2,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,126.2,SE,,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,,,,CCARC,2018-12-23,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,The offset is -25.8125,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,126.3,SE,,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,,CCARC,2017-12-09,,,,,http://www.w0tx.org/,,,yes,1,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,126.5,SE,,08,8171,40.0372,-105.23,145.3875,144.7875,,,Boulder,On-Air,Boulder County ARES,,,CCARC,2012-11-12,,E-power.,20,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,126.5,SE,,08,8220,40.0372,-105.23,1283.8625,1263.8625,,,Boulder,On-Air,Boulder County ARES,,,CCARC,2013-12-21,,E-power.,20,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,127,SE,,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,,CCARC,2016-09-05,,E-power.,,RADOPS: Sun at 19:00.,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,127,SE,,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,,,"Full-time to  
449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-22,,"Closed autopatch, e-power, linked.",Wide area.,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,127,SE,,08,138,39.7525,-105.359,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,,"Full-time to  
145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-23,,E-power.,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,127,SE,,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,,"Full-time to  
145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,2017-03-11,,E-power.,Denver metro area.,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,127,SE,,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,,CCARC,2017-03-11,,E-power.,"Wide area. 
 Repeater Coverage Map",,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,127.5,ESE,,08,179,40.3985,-105.125,147.195,147.795,100,,Larimer,On-Air,Loveland Repeater Assoc,,,CCARC,2016-08-18,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,127.7,SE,,08,136,39.7772,-105.329,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,CCARC,2016-01-17,,e-power.,"Denver metro, central front range",ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,127.7,SE,,08,86,39.7772,-105.329,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,,CCARC,2017-03-11,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,127.7,SE,,08,133,39.7772,-105.329,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,"Linkable to  
224.74000 (N0POH) at Golden, Guy Hill, CO .",CCARC,2016-01-17,,e-power,"Denver metro, central front range",ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,127.8,SE,,08,265,39.7772,-105.328,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,CCARC,2016-12-23,,8,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,127.8,SE,,08,134,39.7772,-105.328,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,CCARC,2016-01-17,,e-power,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,127.8,SE,,08,71,39.7772,-105.328,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,CCARC,2016-12-23,,8,Wide area.,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,128.9,ESE,,08,8901,40.5777,-105.093,446.8125,441.8125,,,Larimer,On-Air,W0QEY CSU,,,CCARC,2017-05-31,,D-Star Gateway,Fort Collins Local Area,,,Free Star,,,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,129.3,E,,56,20,41.1525,-105.221,448.15,443.15,100,,Laramie,Off-Air,KB7SWR,,"Full-time to  
145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,129.3,ESE,,08,124,40.5853,-105.084,449.85,444.85,100,100,Larimer,On-Air,CO State Univ ARC,,,CCARC,2012-11-16,,Closed autopatch.,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,129.6,ESE,,08,8194,40.496,-105.079,447.725,442.725,131.8,,Larimer,On-Air,W7RF,,,CCARC,2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,129.7,ESE,,08,125,40.5708,-105.077,147.36,147.96,100,100,Larimer,On-Air,CO State Univ ARC,,,CCARC,2017-03-11,,Closed autopatch.,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,129.9,SE,,08,16,40.0556,-105.157,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,Boulder County ARES,,CCARC,2017-03-11,,5,Wide area.,,,"ARES primary repeater. 
 Voting Receivers:  
 
  
  RX Location    Tone    Pitch    PL  
  
 Gunbarrel  single beep  low  100.0 
  
 Lousville  single beep  low  100.0 
  
 Lyons  double beep  high followed by medium  100.0 
  
 Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,,130.2,ESE,,08,180,40.3978,-105.074,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,,,CCARC,2014-03-03,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,130.2,ESE,,08,181,40.3978,-105.074,449.575,444.575,100,,Larimer,On-Air,Loveland Rptr Assoc,,,CCARC,2018-02-24,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,131,ESE,Node Offline,08,176,40.1672,-105.101,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,,CCARC,2017-03-11,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,131,ESE,,08,175,40.1672,-105.101,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),,"Linkable to  
448.80000 (W0ENO) at Longmont, CO .",CCARC,2017-03-11,,"Closed autopatch, e-power, EchoLink.",Wide area: Northern Colorado.,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,131,ESE,,08,177,40.1672,-105.101,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,,"Linkable to  
147.27000 (W0ENO) at Longmont, CO .",CCARC,2017-03-11,,30,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,132.7,SE,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,,CCARC,2016-12-23,,E-power.,Wide area.,,Repeater,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,132.7,SE,,08,10932,39.6333,-105.317,145.175,144.575,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,2018-11-25,,700,,,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,133,SE,,08,14273,39.7846,-105.216,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,,2016-01-25,,,Denver Metro Area,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,yes,0,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.
TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,,133.3,SE,,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,,CCARC,2017-03-11,,E-power,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,133.6,SE,,08,143,39.7556,-105.221,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,133.6,SE,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,,2017-12-24,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,133.6,SE,,08,137,39.7556,-105.221,448.975,443.975,123,,Jefferson,On-Air,FRG,,,CCARC,2016-08-12,,Linkable VHF/UHF Remote Base,Wide area.,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,133.7,SE,,08,10939,39.7307,-105.233,145.37,144.77,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,CCARC,2018-11-25,,700,,,Rocky Mountain Ham Radio,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,133.7,SE,,08,3739,39.7305,-105.233,145.25,144.65,,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,133.7,SE,,08,2769,39.7305,-105.233,446.9625,441.9625,,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2017-03-11,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
