Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Web links,Coordination,Last update,Sponsor,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,On-air,Commands,EchoLink,AllStar,D-STAR Enabled,Node,Sources,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Bandwidth,Mixed-Mode,Analog Bandwidth,Worldwide,North America,WW English FT,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English FT,Local/Cluster,N. Colorado
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,85.37,SSW,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,,Montezuma,On-Air,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,http://www.rmham.org,CCARC,2019-11-27,RMHAM,1,6,310826,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,85.8,S,,08,11545,37.2621994,-107.90599823,147.135,147.735,100,100,La Plata,On-Air,,,,,,,,http://www.sjcham.com,CCARC,2018-01-15,,,,,,,DM67BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,85.81,SSW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,,Montezuma,On-Air,Wide area.,,E-power.,,,Full time to the San Juan Connection,,http://www.sjcham.com,CCARC,2018-01-15,,,,,,,DM57VH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,86.86,W,,49,13042,38.52859879,-109.3219986,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,,,,,8,,http://162.250.21.7/index.html,UVHFS,2019-11-27,SDARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,87.02,W,,49,52,38.52859879,-109.32499695,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,8,,,,RACES Wed. 1930 hours,GMRA Repeaters,UVHFS,2017-11-04,Grand Mesa Repeater Association (GMRA),,,,,,DM58IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,91.9,ESE,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,On-Air,Wide area.,,E-power.,,,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,DM68XK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,91.9,ESE,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,CCARC,2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,92.26,ESE,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,11,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,CCARC,2016-05-23,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,92.26,ESE,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,On-Air,Wide area.,,,,,,,CMRG Repeaters,CCARC,2019-08-15,Cheyenne Mtn Repeater Group,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,92.3,ESE,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,Full-time to the The Fun Machine System .,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,CCARC,2017-03-11,,,,,,,DM68xk,,,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,92.35,ESE,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,CMRG,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,92.67,NE,,08,10827,39.25080109,-106.29299927,147.24,147.84,156.7,156.7,Lake,On-Air,,,,,,,,,CCARC,2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,92.87,ESE,,08,9844,38.53469849,-105.99900055,446.975,441.975,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,,,,,KD0QPG,CCARC,2013-07-06,Crestone Amateur Radio Emergency Services,,,,,,,,,,,1,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,92.87,ESE,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,On-Air,,,,,,,,,,2019-11-27,RMHAM,1,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,95.45,S,,08,8177,37.11500168,-107.63300323,147.15,147.75,100,,La Plata,On-Air,Bayfield,,E-power.,,,,,http://www.sjcham.com,CCARC,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,96.03,SSE,,08,188,37.19300079,-107.09999847,146.61,146.01,123,,Archuleta,On-Air,,,,,,,,http://durangoarc.org/,CCARC,2018-01-15,,,,,,,DM67KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,98.2,E,,08,16783,39.26530075,-106.18199921,445.05,440.05,,,Lake,On-Air,,Rocky Mountain Ham Radio,,,,,,http://www.rmham.org/,CCARC,2019-11-27,K2AD,1,7,310852,RMHR c Record retrieved from radioid.net,,DM69VG,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,98.62,NE,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,,Lake,On-Air,,,E-power (solar).,Full-time to the Colorado Connection System .,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,2019-08-16,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,99.22,W,,49,48,38.57389832,-109.5490036,146.9,146.3,88.5,,Grand,On-Air,Moab and immediate surroundings.,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,http://sdarc.us/repeaters/moab.html,UVHFS,2015-03-29,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,99.84,E,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,On-Air,Western Park County,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,CCARC,2017-11-22,,,,,,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,100.21,NW,,08,174,39.58190155,-108.95200348,447,442,107.2,,Garfield,On-Air,Wide area.,,8,,,,,,CCARC,2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,100.63,E,,08,5336,39.20999908,-106.08699799,447.125,442.125,103.5,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",Emergency automatic generator.,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,CCARC,2019-03-08,AA0BF,,,,,,DM69wf,,,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,101.1,SE,,08,16645,37.75,-106.11499786,447.1,442.1,77,,Rio Grande,On-Air,Local 10 mi radius.,,,,,,,,CCARC,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,25,Yes; analog capable.,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,101.27,SE,,08,14200,37.75310135,-106.10900116,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,CCARC,2020-04-29,,,,,,,,,,,428602,,,,,,,,,,,,,25,Yes; analog capable.,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,104.11,NE,,08,16781,39.63479996,-106.4469986,445.075,440.075,,,Eagle,On-Air,,Rocky Mountain Ham Radio,,,,,,http://www.rmham.org/,CCARC,2019-11-27,K2AD,1,7,310851,RMHR c Record retrieved from radioid.net,,DM69SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,104.84,NE,,08,241,39.65539932,-106.45700073,147.345,147.945,88.5,123,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,9,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,CCARC,2017-01-06,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,105.11,WSW,,49,49,37.83919907,-109.46199799,223.94,222.34,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,,,,,UVHFS,,Grand Mesa Rptr Assoc,,,,,,DM57GU,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,105.11,WSW,,49,50,37.83919907,-109.46199799,447.4,442.4,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Cactus-Intertie,11,,,,,,UVHFS,,,,,,,,DM57GU,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,105.11,WSW,,49,124,37.83919907,-109.46199799,447.1,442.1,107.2,107.2,San Juan,On-Air,Wide area.,,E-power.,Full-time to the GMRA Open System .,,11,,http://gmra.org,UVHFS,2017-04-07,Grand Mesa Repeater Association (GMRA),,,,,,DM57GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,105.11,WSW,ON - IDLE,49,60,37.83919907,-109.46199799,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Remote base.,,3270,11.36,,http://www.sdarc.us/repeaters/abajo.html,UVHFS,2017-04-07,Sinbad Desert ARC,,,,,,DM57GU,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,105.15,WSW,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,,Wayne,On-Air,,,,Full-time to the SAN JUAN CONNECTION System .,,,,http://www.sjcham.com,,2020-01-13,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,105.93,NE,,08,256,39.60609818,-106.35600281,146.61,146.01,107.2,,Eagle,On-Air,,,11,,,,,,CCARC,2012-11-10,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,106.51,E,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,,Park,On-Air,,RMHAM,,,,,,,,2019-11-27,K7PFJ,1,7,310827,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,106.8,SE,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,,Rio Grande,On-Air,,,Emergency Power,,,,,http://K0SLV.COM,,2020-03-11,S.A.R.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,106.99,NE,,08,242,39.64030075,-106.37400055,224.8,223.2,,,Eagle,On-Air,,,,,,,,,CCARC,2018-06-02,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,106.99,NE,,08,243,39.64030075,-106.37400055,449.9,444.9,107.2,107.2,Eagle,On-Air,,,,,,,,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,113.01,NE,,08,23,39.4817009,-106.03800201,146.7,146.1,107.2,,Summit,On-Air,,,E-power.,,3972,,,,CCARC,2013-01-07,GRARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,114.49,NE,,08,24,39.44390106,-105.96900177,147.39,147.99,88.5,123,Summit,On-Air,Wide area.,,12,Full-time to the Colorado Connection System .,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,Breckenridge Repeater,CCARC,2019-11-08,Colorado Connection,,,,,,DM79AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,114.65,NE,,08,16780,39.45899963,-105.97899628,445.0875,440.0875,,,Fremont,On-Air,,Rocky Mountain Ham Radio,,,,,,http://www.rmham.org/,,2019-11-27,K2AD,1,7,310830,RMHAM c Record retrieved from radioid.net,,DM79AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,114.77,SSE,,35,15624,36.93360138,-106.99900055,145.43,144.83,136.5,,Rio Arriba,On-Air,,,,,,,,http://totaharc.org/repeaters/,NMFCC,2019-10-21,Totah Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,,116.55,S,,35,44,36.82220078,-107.99199677,447.45,442.45,107.2,,San Juan,On-Air,,,"E-power, remote base.",,,,,,NMFCC,2017-07-19,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,,116.55,S,,35,43,36.82220078,-107.99199677,146.74,146.14,100,,San Juan,On-Air,,,"Closed autopatch, e-power.",,,,,,NMFCC,2017-07-19,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,N5UBJ,Aztec,NM,OPEN,,D,116.56,S,2,35,12413,36.82220078,-107.99299622,442.25,447.25,,,San Juan,On-Air,,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,2019-12-08,,1,1,313502,AZ-TRBONET c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT WW English FT 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KB5ITS,"Aztec, Hottel Hill",NM,OPEN,,,117.72,S,,35,18461,36.80630112,-108.0019989,146.61,146.01,100,,San Juan,On-Air,,,,,,Linked to San Juan Connection,,http://www.sjcham.com,NMFCC,2020-05-14,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,S,119.26,S,,35,16280,36.78229904,-107.98799896,1291.1,1271.1,,,San Juan,On-Air,,,DV only,,,,,,NMFCC,2019-05-12,San Juan County,,,,,,DM66AS,,,,,1,KF5VBE (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,S,119.32,S,,35,11428,36.78170013,-107.98999786,145.115,144.515,,,San Juan,On-Air,,,,,,,,,,2018-01-29,,,,,,,DM66AS,,,,,1,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.3,5,CC,N5UBJ,"Farmington, FAA Hill",NM,OPEN,,D,121.37,SSW,,35,18712,36.7785,-108.1875,440.3,445.3,,,San Juan,On-Air,50,,Supported Talk groups: 505 TS2 New Mexico 700 TS1 Rocky Mountain Wide 719 TS2 Southern Colorado Regional 745 TS2 Four Corners Regional,,,5918,,https://www.rmham.org/dmr-site-information/,NMFCC,2020-05-02,RMHAM,1,6,311624,Rocky Mountain Ham c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,,124.12,S,,35,50,36.71110153,-107.98400116,146.92,146.32,100,,San Juan,On-Air,,,,,,,,,NMFCC,2017-08-25,San Juan County OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,124.49,ESE,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,,Pueblo,On-Air,Wide area.,,,,,,,,CCARC,2016-07-14,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,124.51,NNW,,08,17249,40.08750153,-108.80500031,445.2625,440.2625,,,Rio Blanco,On-Air,,,,,,,,https://www.rmham.org,,2019-11-27,RMHAM,1,7,310154,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,124.55,ESE,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,103.5,Custer,On-Air,,,E-power.,,,,,http://www.qsl.net/rghc,CCARC,2017-03-11,Royal George ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,124.55,ESE,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,,Custer,On-Air,,,,,,System uses digital PL,,,CCARC,2012-06-14,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,124.55,ESE,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,77,Custer,On-Air,,,E-power,,,,,,CCARC,2019-08-16,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,124.71,E,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,,,"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,Mountain ARC (MARC),,,,,,DM79FB,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,124.75,E,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,,3854,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,DM79FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,,125.13,SSW,,35,85,36.72809982,-108.21800232,146.85,146.25,100,100,San Juan,On-Air,,,Closed autopatch.,,,,,,NMFCC,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,,125.13,SSW,,35,87,36.72809982,-108.21800232,449,444,100,,San Juan,,,,E-power.,,,,,,NMFCC,,K5WY,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,,125.13,SSW,,35,81,36.72809982,-108.21800232,53.01,52.01,131.8,,San Juan,On-Air,,,,,,,,,NMFCC,2017-07-02,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,,125.13,SSW,,35,84,36.72809982,-108.21800232,146.76,146.16,100,100,San Juan,On-Air,,,"Closed autopatch, e-power.",Full-time to the San Juan Connection System .,,,,http://www.sjcham.com,NMFCC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
