Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,YSF Digital Enabled,DG-ID,WIRES-X,Coverage,Features,Links,Downlink Tone,EchoLink,Notes,Nets,IRLP,Web links,Affiliate,AllStar,Commands,Grid,Feed,Mixed-Mode,DMR Enabled,Color Code,Wide Network,P25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Central Regional,Northern Colorado Regional,Rocky Mountain Wide,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Eastern Colorado,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Colorado,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,0.8482168600369231,S,yes,08,56,38.78,-104.85,448.725,443.725,,,,El Paso,On-Air,KA0TTF,CCARC,2016-04-19,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,0.8595339887002161,S,yes,08,5220,38.7726,-104.993,446.95,441.95,,,,Teller,On-Air,Rocky Mountain Ham Radio,,2017-03-11,,,,,Monument Hill through Pueblo.,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,RMHAM,,,,,,yes,7,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,0.8595339887002161,S,yes,08,58,38.7726,-104.993,927.725,902.025,,,,Teller,On-Air,WA6IFI,CCARC,2018-12-01,,,,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,Yahoo Group,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,0.8596333753123461,S,yes,08,8178,38.7725,-104.993,147.18,147.78,,,,El Paso,On-Air,AA0SP,CCARC,2017-03-09,100,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC7,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,0.8601303105058564,S,yes,08,17250,38.772,-104.993,145.235,144.635,,,,El Paso,On-Air,RMHAM,CCARC,2018-12-23,,,,,Wide area,,,,,Voice ID is required for data/GPS/text on TG 705,,,Rocky Mountain Ham Radio,,,,,,,yes,7,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Eastern Colorado  2  705    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8823932713993825,S,yes,08,37,38.7452,-104.862,145.13,144.53,,,,El Paso,On-Air,Colorado Connection,CCARC,2016-04-03,88.5,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,Full-time to the  Colorado Connection System .,123,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8824931884331445,S,yes,08,8087,38.7451,-104.862,446.9125,441.9125,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-01-08,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8824931884331445,S,yes,08,12355,38.7451,-104.862,445.0625,440.0625,,,,El Paso,Off-Air,Rocky Mountain Ham Radio,CCARC,2017-03-11,,,,,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,yes,1,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8825931054857066,S,yes,08,7171,38.745,-104.862,927.85,902.85,,,,Teller,On-Air,CMRG,CCARC,2017-03-09,D114,,,,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8825931054857066,S,yes,08,8158,38.745,-104.862,53.13,51.43,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,107.2,,,,,,,107.2,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8830926910301631,S,yes,08,8088,38.7445,-104.862,145.375,144.77,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2018-07-15,,,,,wide area,,,,,Repeater off air for now.,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,0.8877981875690577,S,yes,08,8194,40.496,-105.079,447.725,442.725,,,,Larimer,On-Air,W7RF,CCARC,2018-05-13,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8898223375544672,S,yes,08,41,38.7372,-104.881,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,107.2,,,,,"Closed autopatch, e-power.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8898223375544672,S,yes,08,269,38.7372,-104.881,448,443,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,0.8898223375544672,S,yes,08,53,38.7372,-104.881,448.1,443.1,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",107.2,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,0.889841935295756,S,yes,08,47,38.7372,-104.88,147.345,147.945,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",107.2,,,,3854,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,0.889841935295756,S,yes,08,38,38.7372,-104.88,145.16,144.56,,,,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,107.2,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,347086,Switch to this repeater at mile marker 170 on I-25.,,3990,http://www.w0cra.org/info/cosprgs.html#145160,CRA VHF Link System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,0.9016062604656696,SSE,yes,08,12167,39.2267,-104.09,147.105,147.705,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,2017-07-19,107.2,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,,,,,http://www.w0cra.org/,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,0.9031851477692229,SW,yes,08,15582,39.8865,-105.763,147.285,147.885,,,,Grand,On-Air,Colorado Connection,CCARC,2017-01-06,88.5,,,,,,Full-time to the  Colorado Connection System .,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,0.9184313180803998,SW,yes,08,119,40.3601,-105.451,146.685,146.085,,,,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,123,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,625757,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,7268,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,0.9188940809097133,SE,yes,08,12562,40.5446,-104.944,147.39,147.99,,,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,CCARC,2017-03-11,,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,,Tac 310 Net: Sun at 18:00.,,Documentation,,,,,,,yes,2,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,0.9226891189295078,SW,yes,08,3620,40.5153,-105.147,1283.55,1263.55,,,,Larimer,On-Air,K1TJ Repeater System,CCARC,2013-01-01,100,,,,Northern Colorado Front Range,,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,0.9226891189295078,SW,yes,08,276,40.5153,-105.147,447.45,442.45,,,,Larimer,On-Air,,CCARC,2016-02-01,123,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,0.9226891189295078,SW,yes,08,8505,40.5153,-105.147,446.7375,441.7375,,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,CCARC,2017-03-11,,,,,Wide area: North Front Range.,DMR-MARC World Wide Network,,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,,yes,2,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,1,1,2,1,,2,,1,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,0.9236438132261288,S,yes,08,66,38.7467,-105.178,447.4,442.4,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,0.9237391059876686,S,yes,08,65,38.7466,-105.178,147.015,147.615,,,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,107.2,,,,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,0.9237391059876686,S,yes,08,64,38.7466,-105.178,145.46,144.86,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,"E-power, 100% Solar",,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,0.9237391059876686,S,yes,08,7203,38.7466,-105.178,224.94,223.34,,,,Teller,Testing,,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,0.9237391059876686,S,yes,08,67,38.7466,-105.178,1287.7,1267.7,,,,Teller,Testing,WB0WDF,CCARC,2012-06-18,67,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,0.926863392119299,S,yes,08,39,38.7,-104.9,145.265,144.665,,,,El Paso,On-Air,Pikes Peak FM Association,CCARC,2019-01-14,100,yes,Open ↑ / Open ↓,,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",,100,,Repeater has been moved.,,,PPFMA Repeaters,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,0.926863392119299,S,yes,08,57,38.7,-104.9,448.8,443.8,,,,El Paso,Off-Air,Pikes Peak FM Assoc,CCARC,2016-11-23,100,yes,Open ↑ / Open ↓,,,,,100,,,,,PPFMA Repeaters,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,0.9525754902320903,SW,yes,08,3756,39.9473,-105.795,447.45,442.45,,,,Grand,On-Air,W0IG,CCARC,2013-10-26,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,0.954172953426635,ESE,yes,08,8188,40.581,-104.906,447.2,442.2,,,,Weld,On-Air,N6RFI,CCARC,2017-03-11,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,0.9542683122114595,WSW,yes,08,8715,40.5388,-105.179,446.75,441.75,,,,Larimer,On-Air,Rocky Mountain Ham Radio,CCARC,2013-12-01,,,,,,,Full-time to the  Colorado TRBO System .,,,See website for complete info on color codes/time slot assignment.,,,http://www.rmham.org,,,,,,,yes,7,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,0.9542683122114595,WSW,yes,08,14274,40.5388,-105.179,145.265,144.665,,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2017-01-11,,,,,Northern Colorado Front Range Wide Area coverage.,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,http://www.w0dmr.org/,Brandmeister Network,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,yes,2,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,BrandMeister US,,,,,,,,,,,,1,2,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,0.9602683978507821,WSW,yes,08,4203,40.5397,-105.196,927.825,902.825,,,,Larimer,On-Air,AB0SF,CCARC,2013-11-12,100,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,100,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,0.9602683978507821,WSW,yes,08,123,40.5397,-105.196,145.115,144.515,,,,Larimer,On-Air,Northern Colorado ARC,CCARC,2016-10-25,100,,,,Wide area.,7,,100,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,0.9602683978507821,WSW,yes,08,275,40.5397,-105.196,224.52,222.92,,,,Larimer,Off-Air,Northern Colorado ARC,CCARC,2018-03-21,100,,,,,E-power.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,0.9602683978507821,WSW,yes,08,126,40.5397,-105.196,447.275,442.275,,,,Larimer,On-Air,Northern Colorado ARC,CCARC,2018-07-23,100,,,,Wide area.,"Closed autopatch, e-power.",,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,0.9605792619617137,WSW,yes,08,3592,40.5397,-105.197,927.95,902.95,,,,Larimer,On-Air,K1TJ Repeater System,CCARC,2013-11-12,100,,,,Northern Front Range,25,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,0.9607723955708233,SSE,yes,08,125,40.5708,-105.077,147.36,147.96,,,,Larimer,On-Air,CO State Univ ARC,CCARC,2017-03-11,100,,,,Map,Closed autopatch.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,0.967345994404745,ESE,yes,08,10995,40.5938,-104.926,446.775,441.775,,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2017-01-11,,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,W0DMR,Brandmeister Network,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,yes,2,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,BrandMeister US,,,,,,,,,,,,1,2,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,0.9706407803667142,SW,yes,08,8901,40.5777,-105.093,446.8125,441.8125,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Larimer,On-Air,W0QEY CSU,CCARC,2017-05-31,,,,,Fort Collins Local Area,D-Star Gateway,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,0.9753019267954454,WSW,yes,08,120,40.3772,-105.521,449.8,444.8,,,,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,123,,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,625757,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,7268,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,0.9763318761522114,ESE,yes,08,124,40.5853,-105.084,449.85,444.85,,,,Larimer,On-Air,CO State Univ ARC,CCARC,2012-11-16,100,,,,Map,Closed autopatch.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,1.0245644013681605,W,yes,08,3630,40.5755,-105.285,449.425,444.425,,,,Larimer,On-Air,,,2018-02-25,94.8,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
